test_subject,n_input_channels,input_channels,n_reconstructed_channels,method,rmse,mae,pearson_r,r2,band_rmse_delta,band_rmse_theta,band_rmse_alpha,band_rmse_beta,band_rmse_gamma,n_test_trials,n_test_samples,channel,method_folder,model_loaded
A01T,10,"Fz,FC3,FC4,C3,Cz,C4,CP3,CP4,Pz,POz",12,bem_dipole_model,9.548597938133916,7.502494869018611,0.3731461654335435,0.0801237741121692,37.129822389885305,12.137086518972987,9.788291985419624,11.008909915289898,2.385229703440993,40,40000,CP1,BEM_Dipole_Model,
A01T,10,"Fz,FC3,FC4,C3,Cz,C4,CP3,CP4,Pz,POz",12,bem_dipole_model,9.918899440303974,7.801880256562213,0.5714016968115776,0.0901480488579982,37.129822389885305,12.137086518972987,9.788291985419624,11.008909915289898,2.385229703440993,40,40000,CPz,BEM_Dipole_Model,
A01T,10,"Fz,FC3,FC4,C3,Cz,C4,CP3,CP4,Pz,POz",12,bem_dipole_model,9.546580685329047,7.503623879586499,0.4533809928555999,0.0971222460937735,37.129822389885305,12.137086518972987,9.788291985419624,11.008909915289898,2.385229703440993,40,40000,CP2,BEM_Dipole_Model,
A01T,10,"Fz,FC3,FC4,C3,Cz,C4,CP3,CP4,Pz,POz",12,bem_dipole_model,9.166314347611866,7.2060384550531555,0.3529952333630069,0.095811035659346,37.129822389885305,12.137086518972987,9.788291985419624,11.008909915289898,2.385229703440993,40,40000,P1,BEM_Dipole_Model,
A01T,10,"Fz,FC3,FC4,C3,Cz,C4,CP3,CP4,Pz,POz",12,bem_dipole_model,9.08228120762286,7.105599941108182,0.3895733778264336,0.1061240678618083,37.129822389885305,12.137086518972987,9.788291985419624,11.008909915289898,2.385229703440993,40,40000,P2,BEM_Dipole_Model,
A01T,15,"Fz,FC3,FC1,FC2,FC4,C3,C1,Cz,C2,C4,CP3,CP1,CP2,CP4,Pz",7,bem_dipole_model,9.018724785675758,7.047331472978017,0.435834270527585,0.1390842996200834,33.64876807284501,10.217515449692856,10.062238777777036,11.22402333855582,2.3159026697224285,40,40000,,BEM_Dipole_Model,
A01T,15,"Fz,FC3,FC1,FC2,FC4,C3,C1,Cz,C2,C4,CP3,CP1,CP2,CP4,Pz",7,bem_dipole_model,10.258914112943192,8.046035033290257,0.5829591866272613,0.1961659513651511,33.64876807284501,10.217515449692856,10.062238777777036,11.22402333855582,2.3159026697224285,40,40000,FCz,BEM_Dipole_Model,
A01T,15,"Fz,FC3,FC1,FC2,FC4,C3,C1,Cz,C2,C4,CP3,CP1,CP2,CP4,Pz",7,bem_dipole_model,7.684288394729794,6.015759777802315,0.2937922966302338,0.0825055102889832,33.64876807284501,10.217515449692856,10.062238777777036,11.22402333855582,2.3159026697224285,40,40000,C5,BEM_Dipole_Model,
A01T,15,"Fz,FC3,FC1,FC2,FC4,C3,C1,Cz,C2,C4,CP3,CP1,CP2,CP4,Pz",7,bem_dipole_model,8.104493755609667,6.385973220424809,0.4515754214819323,0.1642242238796031,33.64876807284501,10.217515449692856,10.062238777777036,11.22402333855582,2.3159026697224285,40,40000,C6,BEM_Dipole_Model,
A01T,15,"Fz,FC3,FC1,FC2,FC4,C3,C1,Cz,C2,C4,CP3,CP1,CP2,CP4,Pz",7,bem_dipole_model,9.856545466054598,7.746019136193557,0.4980590123392304,0.101551443604823,33.64876807284501,10.217515449692856,10.062238777777036,11.22402333855582,2.3159026697224285,40,40000,CPz,BEM_Dipole_Model,
A01T,15,"Fz,FC3,FC1,FC2,FC4,C3,C1,Cz,C2,C4,CP3,CP1,CP2,CP4,Pz",7,bem_dipole_model,9.057999405711366,7.115164545624415,0.3851833775710342,0.117053713530459,33.64876807284501,10.217515449692856,10.062238777777036,11.22402333855582,2.3159026697224285,40,40000,P1,BEM_Dipole_Model,
A01T,15,"Fz,FC3,FC1,FC2,FC4,C3,C1,Cz,C2,C4,CP3,CP1,CP2,CP4,Pz",7,bem_dipole_model,8.977056519712786,7.019776481999775,0.4140393517995683,0.1267164610065734,33.64876807284501,10.217515449692856,10.062238777777036,11.22402333855582,2.3159026697224285,40,40000,P2,BEM_Dipole_Model,
A01T,15,"Fz,FC3,FC1,FC2,FC4,C3,C1,Cz,C2,C4,CP3,CP1,CP2,CP4,Pz",7,bem_dipole_model,8.921825253674772,7.002592115510999,0.4519448250606385,0.1542536007020116,33.64876807284501,10.217515449692856,10.062238777777036,11.22402333855582,2.3159026697224285,40,40000,POz,BEM_Dipole_Model,
A02T,5,"Fz,C3,C4,Pz,POz",17,bem_dipole_model,9.759452813749586,7.668799472129157,0.3150627138902557,0.0581416728685537,16.661851798822095,8.73597247883398,13.927508745321662,15.239283116282287,7.486669664763386,40,40000,,BEM_Dipole_Model,
A02T,5,"Fz,C3,C4,Pz,POz",17,bem_dipole_model,9.12920313513715,7.159087077643754,0.2820007873932493,0.0670074812623005,16.661851798822095,8.73597247883398,13.927508745321662,15.239283116282287,7.486669664763386,40,40000,FC3,BEM_Dipole_Model,
A02T,5,"Fz,C3,C4,Pz,POz",17,bem_dipole_model,9.949505001872422,7.847534860596225,0.2852413248510124,0.0621423062445534,16.661851798822095,8.73597247883398,13.927508745321662,15.239283116282287,7.486669664763386,40,40000,FC1,BEM_Dipole_Model,
A02T,5,"Fz,C3,C4,Pz,POz",17,bem_dipole_model,10.32740175843558,8.162623100609538,0.347612788207948,0.0739600532532543,16.661851798822095,8.73597247883398,13.927508745321662,15.239283116282287,7.486669664763386,40,40000,FCz,BEM_Dipole_Model,
A02T,5,"Fz,C3,C4,Pz,POz",17,bem_dipole_model,9.967781775093268,7.847268364094934,0.3923679558847743,0.0911272533887173,16.661851798822095,8.73597247883398,13.927508745321662,15.239283116282287,7.486669664763386,40,40000,FC2,BEM_Dipole_Model,
A02T,5,"Fz,C3,C4,Pz,POz",17,bem_dipole_model,9.518728302470096,7.476920281320388,0.4557075256041374,0.1153155202213588,16.661851798822095,8.73597247883398,13.927508745321662,15.239283116282287,7.486669664763386,40,40000,FC4,BEM_Dipole_Model,
A02T,5,"Fz,C3,C4,Pz,POz",17,bem_dipole_model,8.38953319989039,6.501242221478597,0.2377749583231389,0.0478750312037659,16.661851798822095,8.73597247883398,13.927508745321662,15.239283116282287,7.486669664763386,40,40000,C5,BEM_Dipole_Model,
A02T,5,"Fz,C3,C4,Pz,POz",17,bem_dipole_model,10.086956134731055,7.952482045456284,0.1629462189055029,0.0211593140244804,16.661851798822095,8.73597247883398,13.927508745321662,15.239283116282287,7.486669664763386,40,40000,C1,BEM_Dipole_Model,
A02T,5,"Fz,C3,C4,Pz,POz",17,bem_dipole_model,10.645082998622788,8.416736141287974,0.2880300405528531,0.0343167080434804,16.661851798822095,8.73597247883398,13.927508745321662,15.239283116282287,7.486669664763386,40,40000,Cz,BEM_Dipole_Model,
A02T,5,"Fz,C3,C4,Pz,POz",17,bem_dipole_model,10.133966312174405,7.99968352169819,0.3997813129437442,0.063209405132114,16.661851798822095,8.73597247883398,13.927508745321662,15.239283116282287,7.486669664763386,40,40000,C2,BEM_Dipole_Model,
A02T,5,"Fz,C3,C4,Pz,POz",17,bem_dipole_model,9.598141564119963,7.515921155631193,0.5168323688441065,0.1160657176047871,16.661851798822095,8.73597247883398,13.927508745321662,15.239283116282287,7.486669664763386,40,40000,C6,BEM_Dipole_Model,
A02T,5,"Fz,C3,C4,Pz,POz",17,bem_dipole_model,9.351950776786046,7.339390577967444,0.1412429334326871,0.0178647621740001,16.661851798822095,8.73597247883398,13.927508745321662,15.239283116282287,7.486669664763386,40,40000,CP3,BEM_Dipole_Model,
A02T,5,"Fz,C3,C4,Pz,POz",17,bem_dipole_model,9.856416417841633,7.764001776140541,0.129099733305796,0.0116705317120446,16.661851798822095,8.73597247883398,13.927508745321662,15.239283116282287,7.486669664763386,40,40000,CP1,BEM_Dipole_Model,
A02T,5,"Fz,C3,C4,Pz,POz",17,bem_dipole_model,10.156397729719576,8.017201254554818,0.459605407532254,0.0280049588560502,16.661851798822095,8.73597247883398,13.927508745321662,15.239283116282287,7.486669664763386,40,40000,CPz,BEM_Dipole_Model,
A02T,5,"Fz,C3,C4,Pz,POz",17,bem_dipole_model,9.9333073476714,7.83425854449386,0.4485671053247447,0.0522677626308357,16.661851798822095,8.73597247883398,13.927508745321662,15.239283116282287,7.486669664763386,40,40000,CP2,BEM_Dipole_Model,
A02T,5,"Fz,C3,C4,Pz,POz",17,bem_dipole_model,9.741669120309735,7.673110765805213,0.4516904564210525,0.0799723386163316,16.661851798822095,8.73597247883398,13.927508745321662,15.239283116282287,7.486669664763386,40,40000,CP4,BEM_Dipole_Model,
A02T,5,"Fz,C3,C4,Pz,POz",17,bem_dipole_model,9.36884291115257,7.355392637934635,0.2146293722419105,0.0334540251738629,16.661851798822095,8.73597247883398,13.927508745321662,15.239283116282287,7.486669664763386,40,40000,P1,BEM_Dipole_Model,
A02T,5,"Fz,C3,C4,Pz,POz",17,bem_dipole_model,9.532467022676109,7.506736699482075,0.3531487788495162,0.06031560301635,16.661851798822095,8.73597247883398,13.927508745321662,15.239283116282287,7.486669664763386,40,40000,P2,BEM_Dipole_Model,
A02T,10,"Fz,FC3,FC4,C3,Cz,C4,CP3,CP4,Pz,POz",12,bem_dipole_model,9.608882047112814,7.54698257828617,0.3991797212681176,0.090210897998205,16.739882801142322,8.718116636684277,13.845517844090264,15.0125212339871,7.506917914685004,40,40000,,BEM_Dipole_Model,
A02T,10,"Fz,FC3,FC4,C3,Cz,C4,CP3,CP4,Pz,POz",12,bem_dipole_model,9.80405687048302,7.725315025498491,0.3533763787959699,0.0893622710473529,16.739882801142322,8.718116636684277,13.845517844090264,15.0125212339871,7.506917914685004,40,40000,FC1,BEM_Dipole_Model,
A02T,10,"Fz,FC3,FC4,C3,Cz,C4,CP3,CP4,Pz,POz",12,bem_dipole_model,10.08808003415173,7.965945974566188,0.4700966966394126,0.1163818768108079,16.739882801142322,8.718116636684277,13.845517844090264,15.0125212339871,7.506917914685004,40,40000,FCz,BEM_Dipole_Model,
A02T,10,"Fz,FC3,FC4,C3,Cz,C4,CP3,CP4,Pz,POz",12,bem_dipole_model,9.764285814338976,7.677662519590546,0.4710620516645252,0.127858394933328,16.739882801142322,8.718116636684277,13.845517844090264,15.0125212339871,7.506917914685004,40,40000,FC2,BEM_Dipole_Model,
A02T,10,"Fz,FC3,FC4,C3,Cz,C4,CP3,CP4,Pz,POz",12,bem_dipole_model,8.39183925384547,6.5026244084398765,0.2218370010310084,0.0473515328731489,16.739882801142322,8.718116636684277,13.845517844090264,15.0125212339871,7.506917914685004,40,40000,C5,BEM_Dipole_Model,
A02T,10,"Fz,FC3,FC4,C3,Cz,C4,CP3,CP4,Pz,POz",12,bem_dipole_model,9.877598331799652,7.779434283076544,0.3198489622797926,0.0613699112184571,16.739882801142322,8.718116636684277,13.845517844090264,15.0125212339871,7.506917914685004,40,40000,C1,BEM_Dipole_Model,
A02T,10,"Fz,FC3,FC4,C3,Cz,C4,CP3,CP4,Pz,POz",12,bem_dipole_model,9.878319766533616,7.789180561046212,0.524773535075606,0.1098775181287248,16.739882801142322,8.718116636684277,13.845517844090264,15.0125212339871,7.506917914685004,40,40000,C2,BEM_Dipole_Model,
A02T,10,"Fz,FC3,FC4,C3,Cz,C4,CP3,CP4,Pz,POz",12,bem_dipole_model,9.515712878611891,7.448505310692272,0.4903651717888562,0.1311829512103157,16.739882801142322,8.718116636684277,13.845517844090264,15.0125212339871,7.506917914685004,40,40000,C6,BEM_Dipole_Model,
A02T,10,"Fz,FC3,FC4,C3,Cz,C4,CP3,CP4,Pz,POz",12,bem_dipole_model,9.666947005089296,7.608350664393034,0.2975311564301197,0.0493025408384805,16.739882801142322,8.718116636684277,13.845517844090264,15.0125212339871,7.506917914685004,40,40000,CP1,BEM_Dipole_Model,
A02T,10,"Fz,FC3,FC4,C3,Cz,C4,CP3,CP4,Pz,POz",12,bem_dipole_model,9.890509353871938,7.79945810795868,0.580829045873669,0.0782312810738122,16.739882801142322,8.718116636684277,13.845517844090264,15.0125212339871,7.506917914685004,40,40000,CPz,BEM_Dipole_Model,
A02T,10,"Fz,FC3,FC4,C3,Cz,C4,CP3,CP4,Pz,POz",12,bem_dipole_model,9.693909720511416,7.634725982490525,0.5367401082823426,0.0973989203301414,16.739882801142322,8.718116636684277,13.845517844090264,15.0125212339871,7.506917914685004,40,40000,CP2,BEM_Dipole_Model,
A02T,10,"Fz,FC3,FC4,C3,Cz,C4,CP3,CP4,Pz,POz",12,bem_dipole_model,9.26148154316642,7.26911972589105,0.2722649844973341,0.0554791844264833,16.739882801142322,8.718116636684277,13.845517844090264,15.0125212339871,7.506917914685004,40,40000,P1,BEM_Dipole_Model,
A02T,10,"Fz,FC3,FC4,C3,Cz,C4,CP3,CP4,Pz,POz",12,bem_dipole_model,9.359397918552942,7.363468375790616,0.4157581950394458,0.0941272067400585,16.739882801142322,8.718116636684277,13.845517844090264,15.0125212339871,7.506917914685004,40,40000,P2,BEM_Dipole_Model,
A02T,15,"Fz,FC3,FC1,FC2,FC4,C3,C1,Cz,C2,C4,CP3,CP1,CP2,CP4,Pz",7,bem_dipole_model,9.354169512002,7.328711776545112,0.3680386930283945,0.0913594613655257,15.383454806711782,7.349953750969174,12.443912052437868,14.629328167263528,7.580699051929288,40,40000,,BEM_Dipole_Model,
A02T,15,"Fz,FC3,FC1,FC2,FC4,C3,C1,Cz,C2,C4,CP3,CP1,CP2,CP4,Pz",7,bem_dipole_model,10.116349223945264,7.988476452345156,0.4326956532412585,0.1114227236085921,15.383454806711782,7.349953750969174,12.443912052437868,14.629328167263528,7.580699051929288,40,40000,FCz,BEM_Dipole_Model,
A02T,15,"Fz,FC3,FC1,FC2,FC4,C3,C1,Cz,C2,C4,CP3,CP1,CP2,CP4,Pz",7,bem_dipole_model,8.489314038081748,6.585997304120849,0.1646353258007481,0.0250921686155751,15.383454806711782,7.349953750969174,12.443912052437868,14.629328167263528,7.580699051929288,40,40000,C5,BEM_Dipole_Model,
A02T,15,"Fz,FC3,FC1,FC2,FC4,C3,C1,Cz,C2,C4,CP3,CP1,CP2,CP4,Pz",7,bem_dipole_model,9.609709430662887,7.526665000797326,0.4268924112177153,0.1139337641285311,15.383454806711782,7.349953750969174,12.443912052437868,14.629328167263528,7.580699051929288,40,40000,C6,BEM_Dipole_Model,
A02T,15,"Fz,FC3,FC1,FC2,FC4,C3,C1,Cz,C2,C4,CP3,CP1,CP2,CP4,Pz",7,bem_dipole_model,9.861380099918495,7.774286079193346,0.4701322570367177,0.0836528209687025,15.383454806711782,7.349953750969174,12.443912052437868,14.629328167263528,7.580699051929288,40,40000,CPz,BEM_Dipole_Model,
A02T,15,"Fz,FC3,FC1,FC2,FC4,C3,C1,Cz,C2,C4,CP3,CP1,CP2,CP4,Pz",7,bem_dipole_model,9.184553598806469,7.206309314941551,0.3065055827068297,0.0711048225255712,15.383454806711782,7.349953750969174,12.443912052437868,14.629328167263528,7.580699051929288,40,40000,P1,BEM_Dipole_Model,
A02T,15,"Fz,FC3,FC1,FC2,FC4,C3,C1,Cz,C2,C4,CP3,CP1,CP2,CP4,Pz",7,bem_dipole_model,9.270551957768506,7.290133605144883,0.4319178296146632,0.1112439354441074,15.383454806711782,7.349953750969174,12.443912052437868,14.629328167263528,7.580699051929288,40,40000,P2,BEM_Dipole_Model,
A02T,15,"Fz,FC3,FC1,FC2,FC4,C3,C1,Cz,C2,C4,CP3,CP1,CP2,CP4,Pz",7,bem_dipole_model,8.843186367424922,6.929114679272668,0.3801457666719194,0.1023963512629412,15.383454806711782,7.349953750969174,12.443912052437868,14.629328167263528,7.580699051929288,40,40000,POz,BEM_Dipole_Model,
A03T,5,"Fz,C3,C4,Pz,POz",17,bem_dipole_model,10.615480370831603,8.241722011780109,0.2660477387454154,0.054181294949548,18.159324961182296,10.233157021438831,19.56023706027384,16.372689072340417,9.634292908191297,40,40000,,BEM_Dipole_Model,
A03T,5,"Fz,C3,C4,Pz,POz",17,bem_dipole_model,10.121011005421003,7.85505168621362,0.2633542380380713,0.0655980609380006,18.159324961182296,10.233157021438831,19.56023706027384,16.372689072340417,9.634292908191297,40,40000,FC3,BEM_Dipole_Model,
A03T,5,"Fz,C3,C4,Pz,POz",17,bem_dipole_model,10.58982380330579,8.2515800927842,0.225719149139695,0.0486660131690922,18.159324961182296,10.233157021438831,19.56023706027384,16.372689072340417,9.634292908191297,40,40000,FC1,BEM_Dipole_Model,
A03T,5,"Fz,C3,C4,Pz,POz",17,bem_dipole_model,10.890888545546227,8.49351080885263,0.231322003144314,0.049087113075473,18.159324961182296,10.233157021438831,19.56023706027384,16.372689072340417,9.634292908191297,40,40000,FCz,BEM_Dipole_Model,
A03T,5,"Fz,C3,C4,Pz,POz",17,bem_dipole_model,10.555250046856427,8.225396206876654,0.2343260731186688,0.0508149233295498,18.159324961182296,10.233157021438831,19.56023706027384,16.372689072340417,9.634292908191297,40,40000,FC2,BEM_Dipole_Model,
A03T,5,"Fz,C3,C4,Pz,POz",17,bem_dipole_model,10.199020806673294,7.9328202035993,0.2683255328843245,0.0666668573504024,18.159324961182296,10.233157021438831,19.56023706027384,16.372689072340417,9.634292908191297,40,40000,FC4,BEM_Dipole_Model,
A03T,5,"Fz,C3,C4,Pz,POz",17,bem_dipole_model,8.930718026360278,6.817036607102645,0.288187983405443,0.0722666347988871,18.159324961182296,10.233157021438831,19.56023706027384,16.372689072340417,9.634292908191297,40,40000,C5,BEM_Dipole_Model,
A03T,5,"Fz,C3,C4,Pz,POz",17,bem_dipole_model,10.998152232684555,8.583585758303087,0.1444530959538335,0.0189691311761373,18.159324961182296,10.233157021438831,19.56023706027384,16.372689072340417,9.634292908191297,40,40000,C1,BEM_Dipole_Model,
A03T,5,"Fz,C3,C4,Pz,POz",17,bem_dipole_model,11.282425248333094,8.81002597986997,0.1078205905132544,0.0090730996253632,18.159324961182296,10.233157021438831,19.56023706027384,16.372689072340417,9.634292908191297,40,40000,Cz,BEM_Dipole_Model,
A03T,5,"Fz,C3,C4,Pz,POz",17,bem_dipole_model,10.87517405813077,8.492987805057117,0.1351829064390736,0.0112607007640845,18.159324961182296,10.233157021438831,19.56023706027384,16.372689072340417,9.634292908191297,40,40000,C2,BEM_Dipole_Model,
A03T,5,"Fz,C3,C4,Pz,POz",17,bem_dipole_model,10.269853342967355,7.931585229428498,0.3942689256001769,0.0978569037516322,18.159324961182296,10.233157021438831,19.56023706027384,16.372689072340417,9.634292908191297,40,40000,C6,BEM_Dipole_Model,
A03T,5,"Fz,C3,C4,Pz,POz",17,bem_dipole_model,10.464589850493969,8.097646924372768,0.355957118830039,0.0706826718252654,18.159324961182296,10.233157021438831,19.56023706027384,16.372689072340417,9.634292908191297,40,40000,CP3,BEM_Dipole_Model,
A03T,5,"Fz,C3,C4,Pz,POz",17,bem_dipole_model,10.727954890501476,8.335843427705768,0.3065565397981424,0.0398229623922828,18.159324961182296,10.233157021438831,19.56023706027384,16.372689072340417,9.634292908191297,40,40000,CP1,BEM_Dipole_Model,
A03T,5,"Fz,C3,C4,Pz,POz",17,bem_dipole_model,11.091565280394382,8.64133544456819,0.433937750872766,0.0298667132776548,18.159324961182296,10.233157021438831,19.56023706027384,16.372689072340417,9.634292908191297,40,40000,CPz,BEM_Dipole_Model,
A03T,5,"Fz,C3,C4,Pz,POz",17,bem_dipole_model,10.891063696925098,8.476087050676078,0.3251850720130186,0.0407314698100923,18.159324961182296,10.233157021438831,19.56023706027384,16.372689072340417,9.634292908191297,40,40000,CP2,BEM_Dipole_Model,
A03T,5,"Fz,C3,C4,Pz,POz",17,bem_dipole_model,10.582809202246755,8.21002274408237,0.3578215048088614,0.0683992813003246,18.159324961182296,10.233157021438831,19.56023706027384,16.372689072340417,9.634292908191297,40,40000,CP4,BEM_Dipole_Model,
A03T,5,"Fz,C3,C4,Pz,POz",17,bem_dipole_model,10.94988386305698,8.557465664441212,0.4321545157229218,0.0783862443952181,18.159324961182296,10.233157021438831,19.56023706027384,16.372689072340417,9.634292908191297,40,40000,P1,BEM_Dipole_Model,
A03T,5,"Fz,C3,C4,Pz,POz",17,bem_dipole_model,10.825855044431554,8.39729256632774,0.4694391192394465,0.0903797250742195,18.159324961182296,10.233157021438831,19.56023706027384,16.372689072340417,9.634292908191297,40,40000,P2,BEM_Dipole_Model,
