timestamp,eeg1,eeg2,eeg3,eeg4,eeg5,eeg6,eeg7,eeg8,eeg9,eeg10,eeg11,eeg12,eeg13,eeg14,eeg15,eeg16,eeg17,eeg18,eeg19,eeg20
05:43:47.938815,105.08180236816406,105.34466552734375,99.70880889892578,105.45094299316406,92.12056732177734,105.27205657958984,93.09571838378906,111.60670471191406,96.2869644165039,105.91462707519531,88.80504608154297,94.91911315917969,103.6334457397461,103.56189727783203,99.1063461303711,104.09033966064453,98.17243957519531,100.55768585205078,105.6871566772461,0.0
05:43:47.949092,105.85658264160156,105.79000854492188,98.59896087646484,105.42147827148438,93.91278839111328,104.84139251708984,92.18978881835938,109.74183654785156,95.71908569335938,106.69390869140625,88.13439178466797,93.77951049804688,99.93388366699219,101.33007049560547,98.23729705810547,102.01449584960938,96.6638412475586,97.72146606445312,102.48815155029297,0.0
05:43:47.959621,100.26500701904297,99.41547393798828,91.34947204589844,98.98973083496094,88.63446807861328,97.40841674804688,84.3576889038086,100.86259460449219,88.93455505371094,100.92827606201172,82.10989379882812,86.25232696533203,90.52474975585938,92.7095947265625,91.16333770751953,94.09119415283203,89.21490478515625,88.09326934814453,92.19153594970703,0.0
05:43:47.969640,93.94805908203125,92.51994323730469,83.19477081298828,92.0455093383789,81.60997009277344,89.80216979980469,76.2178955078125,90.31585693359375,81.75862884521484,94.68791961669922,76.46002197265625,78.52983093261719,82.15589904785156,84.11004638671875,83.62420654296875,86.71509552001953,81.91109466552734,78.22770690917969,82.27951049804688,0.0
05:43:47.980264,91.8744888305664,90.15483856201172,80.13042449951172,90.28426361083984,78.68299865722656,87.97747802734375,72.94319152832031,83.9598159790039,79.36518859863281,92.75201416015625,75.61125183105469,75.8221206665039,79.64078521728516,80.66106414794922,80.36014556884766,84.73723602294922,79.7950210571289,74.3210678100586,78.31925201416016,0.0
05:43:47.990268,90.55011749267578,88.56607055664062,79.92378997802734,90.75040435791016,77.26931762695312,87.99296569824219,71.1087646484375,80.50505828857422,78.37708282470703,91.43931579589844,75.51874542236328,74.91193389892578,79.09140014648438,79.02718353271484,78.48966217041016,84.08937072753906,78.52183532714844,73.57820892333984,76.22742462158203,0.0
05:43:48.000744,91.5171890258789,89.349853515625,82.08694458007812,94.05858612060547,79.2425308227539,90.13471221923828,72.6357650756836,80.41764831542969,79.17151641845703,91.47884368896484,76.52173614501953,75.93072509765625,80.22561645507812,79.20767211914062,78.31250762939453,84.87806701660156,77.73114776611328,75.111328125,75.97931671142578,0.0
05:43:48.010928,86.71293640136719,84.91576385498047,75.52936553955078,91.09882354736328,76.59523010253906,86.07827758789062,68.7720718383789,73.04399108886719,73.58380889892578,85.57306671142578,70.9147720336914,69.74175262451172,74.38337707519531,72.61058044433594,71.62637329101562,79.3467788696289,69.60919952392578,69.42989349365234,69.77417755126953,0.0
05:43:48.021098,78.99211120605469,78.28970336914062,64.89875793457031,85.4697036743164,72.01171875,79.84815979003906,61.99488067626953,63.86650085449219,66.8593521118164,79.6678237915039,63.90744400024414,61.3141975402832,66.94987487792969,65.09964752197266,64.54753875732422,72.60039520263672,59.99599075317383,61.541961669921875,62.30077362060547,0.0
05:43:48.031264,73.31365203857422,73.7070541381836,57.877906799316406,82.35972595214844,69.27384185791016,76.24603271484375,57.410545349121094,59.552310943603516,64.18190002441406,78.66019439697266,60.36103057861328,56.58365249633789,63.27007293701172,62.37562561035156,62.39736557006836,69.32699584960938,54.2662239074707,57.18092346191406,58.03058624267578,0.0
05:43:48.041480,68.05956268310547,69.00653839111328,51.69499969482422,77.82410430908203,64.75616455078125,72.04741668701172,52.894630432128906,54.68210220336914,60.7793083190918,77.02174377441406,55.938011169433594,51.744964599609375,59.0413818359375,59.41602325439453,59.910884857177734,64.57579040527344,47.58784866333008,52.621482849121094,52.730384826660156,0.0
05:43:48.052348,67.55477142333984,69.20321655273438,49.83130645751953,76.0570297241211,63.495723724365234,72.28145599365234,53.06391906738281,53.06603240966797,60.02937698364258,78.07469940185547,55.10468673706055,50.92055892944336,58.01953887939453,59.68527603149414,60.44521713256836,62.37867736816406,44.125450134277344,51.839805603027344,50.806427001953125,0.0
05:43:48.062364,70.34724426269531,72.79651641845703,52.276241302490234,78.12389373779297,65.7753677368164,76.13670349121094,56.24991989135742,56.96600341796875,62.61099624633789,81.98522186279297,57.97653579711914,53.832252502441406,60.44925308227539,63.567501068115234,63.86725997924805,63.6641960144043,44.84537887573242,54.99544143676758,52.44685745239258,0.0
05:43:48.072527,77.19271087646484,79.46212005615234,60.09811019897461,85.26226043701172,71.73451232910156,83.1539077758789,62.389434814453125,67.18598937988281,70.26506805419922,89.71663665771484,65.14091491699219,60.48493194580078,67.596435546875,72.24886322021484,71.00801849365234,69.52710723876953,50.56150817871094,63.43323516845703,58.05463790893555,0.0
05:43:48.082685,80.02838897705078,81.32095336914062,63.92831039428711,88.81379699707031,74.01378631591797,86.1357650756836,64.2413558959961,73.3437728881836,74.8687515258789,93.56623840332031,68.48529815673828,62.6336784362793,71.5835189819336,77.59461975097656,74.28253173828125,72.0373764038086,53.5012321472168,68.8025131225586,60.002716064453125,0.0
05:43:48.092855,75.25199127197266,75.85225677490234,59.217498779296875,85.0076675415039,70.58199310302734,83.11786651611328,59.30909729003906,71.8144760131836,73.02436828613281,90.8225326538086,64.87831115722656,58.42116928100586,68.94444274902344,75.78401184082031,70.83165740966797,68.1971206665039,50.89964294433594,66.54946899414062,55.840545654296875,0.0
05:43:48.103027,72.72734832763672,73.49040985107422,56.524749755859375,84.0690689086914,70.19127655029297,83.22093963623047,57.53091049194336,72.65694427490234,74.04484558105469,90.60635375976562,63.903404235839844,58.2612190246582,68.87806701660156,76.04621887207031,69.91766357421875,67.35679626464844,51.30487060546875,65.63780975341797,54.760162353515625,0.0
05:43:48.113202,68.66842651367188,70.11209869384766,53.4407844543457,82.59187316894531,67.89657592773438,81.49886322021484,54.79063034057617,70.67109680175781,73.14266204833984,88.11135864257812,61.16416931152344,57.00911331176758,67.36905670166016,73.96894836425781,67.06780242919922,65.06079864501953,49.174713134765625,62.31684875488281,52.01774215698242,0.0
05:43:48.123892,65.51689910888672,67.18206024169922,51.119384765625,81.80165100097656,66.48592376708984,79.85389709472656,52.91701889038086,67.33009338378906,71.4452896118164,85.50191497802734,58.538787841796875,55.983116149902344,65.88002014160156,71.0732421875,64.44190979003906,63.2918701171875,47.103782653808594,58.85356903076172,49.358177185058594,0.0
05:43:48.134067,65.1156005859375,66.37068176269531,50.07819366455078,82.77583312988281,67.20488739013672,79.107666015625,52.76005554199219,65.11205291748047,70.42228698730469,84.32395935058594,57.73313522338867,56.33659744262695,64.96946716308594,69.13938903808594,63.33308410644531,62.98986053466797,47.504913330078125,56.32861328125,47.91344451904297,0.0
05:43:48.144229,65.37152099609375,66.36164855957031,49.958797454833984,83.90010070800781,67.01407623291016,77.781494140625,52.682777404785156,63.38125228881836,69.58355712890625,83.49529266357422,57.73750686645508,56.42153549194336,63.915740966796875,67.71228790283203,62.32429504394531,61.97785568237305,48.4672737121582,53.2550048828125,46.53439712524414,0.0
05:43:48.154401,68.60420989990234,69.4104995727539,53.6049690246582,87.5162353515625,68.30033874511719,80.17477416992188,55.990234375,65.49943542480469,72.10083770751953,86.44159698486328,61.00912094116211,59.60191345214844,66.8106918334961,70.0835952758789,64.774658203125,63.974910736083984,52.99463653564453,54.3663444519043,49.45756530761719,0.0
05:43:48.164645,68.13101196289062,68.0496597290039,53.035343170166016,85.97013854980469,64.43193054199219,79.06730651855469,54.954437255859375,64.39213562011719,70.0757827758789,84.94852447509766,59.68960952758789,59.29440689086914,66.05856323242188,68.57415771484375,63.17249298095703,62.55406951904297,54.0628547668457,53.42964172363281,49.17564010620117,0.0
05:43:48.174757,68.29270935058594,67.226806640625,52.713836669921875,83.03980255126953,60.45949935913086,77.7183837890625,54.38247299194336,63.38485336303711,67.20054626464844,81.72127532958984,58.55829620361328,59.94554901123047,64.81968688964844,66.63456726074219,60.92409896850586,61.60215377807617,55.10141372680664,52.69159698486328,48.400753021240234,0.0
05:43:48.185092,69.98889923095703,69.25530242919922,54.60841369628906,81.48309326171875,59.752601623535156,77.95499420166016,57.551029205322266,63.780086517333984,65.364501953125,79.12654113769531,60.111671447753906,63.13361740112305,64.73804473876953,65.87700653076172,59.760929107666016,62.79705810546875,57.74824142456055,52.66954803466797,49.15724182128906,0.0
05:43:48.195268,69.36544799804688,69.9143295288086,54.22728729248047,78.89151763916016,59.21027755737305,76.81480407714844,60.46035385131836,63.068058013916016,62.318782806396484,75.68917846679688,61.14004135131836,65.30164337158203,63.27606201171875,63.76356506347656,57.38694381713867,62.9594841003418,59.45979309082031,50.70759201049805,49.344940185546875,0.0
05:43:48.206227,70.92327880859375,72.49707794189453,55.496498107910156,79.35319519042969,62.15196990966797,78.37494659423828,65.4731674194336,65.38440704345703,63.356746673583984,76.63558959960938,65.67044830322266,70.1106948852539,64.77477264404297,65.3567123413086,59.11103439331055,67.07001495361328,65.2774429321289,51.91472244262695,53.783077239990234,0.0
05:43:48.216508,70.10120391845703,71.58433532714844,55.10362243652344,77.5813980102539,62.89723205566406,77.46979522705078,66.0192642211914,65.21768188476562,62.9529914855957,76.73131561279297,67.58760070800781,71.55776977539062,63.80899429321289,65.26020812988281,59.36103820800781,69.97755432128906,69.70654296875,51.600284576416016,57.07597732543945,0.0
05:43:48.226671,70.41532135009766,71.0096206665039,56.3457145690918,76.9738998413086,64.39319610595703,78.73412322998047,65.93727111816406,66.51995849609375,63.36946105957031,78.66508483886719,68.94388580322266,73.0555419921875,63.55447006225586,65.60733795166016,60.182037353515625,73.09496307373047,74.6668472290039,52.67143249511719,61.551509857177734,0.0
