model_loaded,test_subject,n_input_channels,input_channels,n_reconstructed_channels,method,rmse,mae,pearson_r,r2,band_rmse_delta,band_rmse_theta,band_rmse_alpha,band_rmse_beta,band_rmse_gamma,n_test_trials,n_test_samples,channel
True,A01T,5,"Fz,C3,C4,Pz,POz",17,bem_residual,2.150345802307129,1.7014832496643066,0.9736583232879639,0.9479972720146179,0.1666713495859257,0.19663800750179114,0.23814466860970956,1.0213533753640096,0.9437433058597235,40,20000,CP3
True,A01T,5,"Fz,C3,C4,Pz,POz",17,bem_residual,1.8058151006698608,1.447849988937378,0.9834741353988647,0.9670889973640442,0.1666713495859257,0.19663800750179114,0.23814466860970956,1.0213533753640096,0.9437433058597235,40,20000,CP1
True,A01T,5,"Fz,C3,C4,Pz,POz",17,bem_residual,2.110485315322876,1.6531676054000854,0.9794950485229492,0.9589579105377197,0.1666713495859257,0.19663800750179114,0.23814466860970956,1.0213533753640096,0.9437433058597235,40,20000,CPz
True,A01T,5,"Fz,C3,C4,Pz,POz",17,bem_residual,1.602033019065857,1.2658711671829224,0.9873543381690979,0.9746870398521423,0.1666713495859257,0.19663800750179114,0.23814466860970956,1.0213533753640096,0.9437433058597235,40,20000,CP2
True,A01T,5,"Fz,C3,C4,Pz,POz",17,bem_residual,1.8690685033798218,1.4746448993682861,0.981239378452301,0.9628269076347351,0.1666713495859257,0.19663800750179114,0.23814466860970956,1.0213533753640096,0.9437433058597235,40,20000,CP4
True,A01T,5,"Fz,C3,C4,Pz,POz",17,bem_residual,1.8357280492782593,1.4312970638275146,0.9818965792655945,0.9638295769691467,0.1666713495859257,0.19663800750179114,0.23814466860970956,1.0213533753640096,0.9437433058597235,40,20000,P1
True,A01T,5,"Fz,C3,C4,Pz,POz",17,bem_residual,1.580379605293274,1.2366712093353271,0.986466646194458,0.9731155633926392,0.1666713495859257,0.19663800750179114,0.23814466860970956,1.0213533753640096,0.9437433058597235,40,20000,P2
True,A01T,10,"Fz,FC3,FC4,C3,Cz,C4,CP3,CP4,Pz,POz",12,bem_residual,1.8830640316009521,1.4320448637008667,0.9824513792991638,0.965191927938216,0.1093426175039636,0.10822315250006284,0.17403246927729682,0.6323144147904709,0.4923868051798032,40,20000,
True,A01T,10,"Fz,FC3,FC4,C3,Cz,C4,CP3,CP4,Pz,POz",12,bem_residual,1.696839451789856,1.3530341386795044,0.9877289533615112,0.9755982756614685,0.1093426175039636,0.10822315250006284,0.17403246927729682,0.6323144147904709,0.4923868051798032,40,20000,FC1
True,A01T,10,"Fz,FC3,FC4,C3,Cz,C4,CP3,CP4,Pz,POz",12,bem_residual,2.170368194580078,1.6629685163497925,0.9819953441619873,0.9641016721725464,0.1093426175039636,0.10822315250006284,0.17403246927729682,0.6323144147904709,0.4923868051798032,40,20000,FCz
True,A01T,10,"Fz,FC3,FC4,C3,Cz,C4,CP3,CP4,Pz,POz",12,bem_residual,1.6505391597747803,1.3200756311416626,0.9885960817337036,0.977154552936554,0.1093426175039636,0.10822315250006284,0.17403246927729682,0.6323144147904709,0.4923868051798032,40,20000,FC2
True,A01T,10,"Fz,FC3,FC4,C3,Cz,C4,CP3,CP4,Pz,POz",12,bem_residual,2.668205976486206,2.118009090423584,0.9429113864898682,0.889015793800354,0.1093426175039636,0.10822315250006284,0.17403246927729682,0.6323144147904709,0.4923868051798032,40,20000,C5
True,A01T,10,"Fz,FC3,FC4,C3,Cz,C4,CP3,CP4,Pz,POz",12,bem_residual,1.773180365562439,1.4391310214996338,0.9853834509849548,0.9709267616271973,0.1093426175039636,0.10822315250006284,0.17403246927729682,0.6323144147904709,0.4923868051798032,40,20000,C1
True,A01T,10,"Fz,FC3,FC4,C3,Cz,C4,CP3,CP4,Pz,POz",12,bem_residual,1.6425758600234985,1.331540822982788,0.9880802035331726,0.9756358861923218,0.1093426175039636,0.10822315250006284,0.17403246927729682,0.6323144147904709,0.4923868051798032,40,20000,C2
True,A01T,10,"Fz,FC3,FC4,C3,Cz,C4,CP3,CP4,Pz,POz",12,bem_residual,3.0075080394744873,2.386014938354492,0.9412712454795837,0.8851913809776306,0.1093426175039636,0.10822315250006284,0.17403246927729682,0.6323144147904709,0.4923868051798032,40,20000,C6
True,A01T,10,"Fz,FC3,FC4,C3,Cz,C4,CP3,CP4,Pz,POz",12,bem_residual,1.5930348634719849,1.3010382652282715,0.9871382117271423,0.9742921590805054,0.1093426175039636,0.10822315250006284,0.17403246927729682,0.6323144147904709,0.4923868051798032,40,20000,CP1
True,A01T,10,"Fz,FC3,FC4,C3,Cz,C4,CP3,CP4,Pz,POz",12,bem_residual,1.5630438327789307,1.2080514430999756,0.9886965155601501,0.977388858795166,0.1093426175039636,0.10822315250006284,0.17403246927729682,0.6323144147904709,0.4923868051798032,40,20000,CPz
True,A01T,10,"Fz,FC3,FC4,C3,Cz,C4,CP3,CP4,Pz,POz",12,bem_residual,1.2078967094421387,0.9371686577796936,0.9927638173103333,0.9855352640151978,0.1093426175039636,0.10822315250006284,0.17403246927729682,0.6323144147904709,0.4923868051798032,40,20000,CP2
True,A01T,10,"Fz,FC3,FC4,C3,Cz,C4,CP3,CP4,Pz,POz",12,bem_residual,1.5396697521209717,1.1933369636535645,0.9874266982078552,0.9743548035621643,0.1093426175039636,0.10822315250006284,0.17403246927729682,0.6323144147904709,0.4923868051798032,40,20000,P1
True,A01T,10,"Fz,FC3,FC4,C3,Cz,C4,CP3,CP4,Pz,POz",12,bem_residual,1.1916178464889526,0.9341877698898315,0.9922928810119629,0.9845802783966064,0.1093426175039636,0.10822315250006284,0.17403246927729682,0.6323144147904709,0.4923868051798032,40,20000,P2
True,A01T,15,"Fz,FC3,FC1,FC2,FC4,C3,C1,Cz,C2,C4,CP3,CP1,CP2,CP4,Pz",7,bem_residual,2.064220428466797,1.5599461793899536,0.9770804047584534,0.9546684700390106,0.1327272271599187,0.15550397342928304,0.19238753969976308,0.6169160812897401,0.6544434642929674,40,20000,
True,A01T,15,"Fz,FC3,FC1,FC2,FC4,C3,C1,Cz,C2,C4,CP3,CP1,CP2,CP4,Pz",7,bem_residual,1.9505976438522339,1.485530972480774,0.9856407046318054,0.9706834554672241,0.1327272271599187,0.15550397342928304,0.19238753969976308,0.6169160812897401,0.6544434642929674,40,20000,FCz
True,A01T,15,"Fz,FC3,FC1,FC2,FC4,C3,C1,Cz,C2,C4,CP3,CP1,CP2,CP4,Pz",7,bem_residual,2.4479269981384277,1.9318355321884155,0.9525781273841858,0.9073184728622437,0.1327272271599187,0.15550397342928304,0.19238753969976308,0.6169160812897401,0.6544434642929674,40,20000,C5
True,A01T,15,"Fz,FC3,FC1,FC2,FC4,C3,C1,Cz,C2,C4,CP3,CP1,CP2,CP4,Pz",7,bem_residual,2.7733068466186523,2.199779987335205,0.9494577646255493,0.9012252688407898,0.1327272271599187,0.15550397342928304,0.19238753969976308,0.6169160812897401,0.6544434642929674,40,20000,C6
True,A01T,15,"Fz,FC3,FC1,FC2,FC4,C3,C1,Cz,C2,C4,CP3,CP1,CP2,CP4,Pz",7,bem_residual,1.5243042707443237,1.1758902072906494,0.9891616106033325,0.9783996343612671,0.1327272271599187,0.15550397342928304,0.19238753969976308,0.6169160812897401,0.6544434642929674,40,20000,CPz
True,A01T,15,"Fz,FC3,FC1,FC2,FC4,C3,C1,Cz,C2,C4,CP3,CP1,CP2,CP4,Pz",7,bem_residual,1.5174487829208374,1.1768192052841187,0.9883051514625549,0.9751494526863098,0.1327272271599187,0.15550397342928304,0.19238753969976308,0.6169160812897401,0.6544434642929674,40,20000,P1
True,A01T,15,"Fz,FC3,FC1,FC2,FC4,C3,C1,Cz,C2,C4,CP3,CP1,CP2,CP4,Pz",7,bem_residual,1.277728796005249,1.0031670331954956,0.9910945296287537,0.982155442237854,0.1327272271599187,0.15550397342928304,0.19238753969976308,0.6169160812897401,0.6544434642929674,40,20000,P2
True,A01T,15,"Fz,FC3,FC1,FC2,FC4,C3,C1,Cz,C2,C4,CP3,CP1,CP2,CP4,Pz",7,bem_residual,2.4657371044158936,1.946606993675232,0.9672353267669678,0.935272216796875,0.1327272271599187,0.15550397342928304,0.19238753969976308,0.6169160812897401,0.6544434642929674,40,20000,POz
True,A02T,5,"Fz,C3,C4,Pz,POz",17,bem_residual,2.1960690021514893,1.6298412084579468,0.9759476780891418,0.9522533312973529,0.16518000562179316,0.24603739152330517,0.27175669268451613,1.0989351794888724,0.9191316158757284,40,20000,
True,A02T,5,"Fz,C3,C4,Pz,POz",17,bem_residual,1.6803677082061768,1.3139568567276,0.9842915534973145,0.9685109853744507,0.16518000562179316,0.24603739152330517,0.27175669268451613,1.0989351794888724,0.9191316158757284,40,20000,FC3
True,A02T,5,"Fz,C3,C4,Pz,POz",17,bem_residual,1.8583855628967285,1.4535716772079468,0.9838319420814514,0.9673231244087219,0.16518000562179316,0.24603739152330517,0.27175669268451613,1.0989351794888724,0.9191316158757284,40,20000,FC1
True,A02T,5,"Fz,C3,C4,Pz,POz",17,bem_residual,2.4535210132598877,1.9295697212219238,0.974036455154419,0.9477481842041016,0.16518000562179316,0.24603739152330517,0.27175669268451613,1.0989351794888724,0.9191316158757284,40,20000,FCz
True,A02T,5,"Fz,C3,C4,Pz,POz",17,bem_residual,2.8855674266815186,2.269118309020996,0.9626693725585938,0.9238797426223755,0.16518000562179316,0.24603739152330517,0.27175669268451613,1.0989351794888724,0.9191316158757284,40,20000,FC2
True,A02T,5,"Fz,C3,C4,Pz,POz",17,bem_residual,2.763167381286621,2.150569438934326,0.9632793664932251,0.9253939986228943,0.16518000562179316,0.24603739152330517,0.27175669268451613,1.0989351794888724,0.9191316158757284,40,20000,FC4
True,A02T,5,"Fz,C3,C4,Pz,POz",17,bem_residual,3.3697457313537598,2.544527053833008,0.9223794937133789,0.8471914529800415,0.16518000562179316,0.24603739152330517,0.27175669268451613,1.0989351794888724,0.9191316158757284,40,20000,C5
True,A02T,5,"Fz,C3,C4,Pz,POz",17,bem_residual,1.9733978509902954,1.5765584707260132,0.9814491271972656,0.9625105261802673,0.16518000562179316,0.24603739152330517,0.27175669268451613,1.0989351794888724,0.9191316158757284,40,20000,C1
True,A02T,5,"Fz,C3,C4,Pz,POz",17,bem_residual,2.475931167602539,1.9617855548858643,0.9736805558204651,0.9476443529129028,0.16518000562179316,0.24603739152330517,0.27175669268451613,1.0989351794888724,0.9191316158757284,40,20000,Cz
True,A02T,5,"Fz,C3,C4,Pz,POz",17,bem_residual,1.908311128616333,1.5258562564849854,0.9836838245391846,0.9666816592216492,0.16518000562179316,0.24603739152330517,0.27175669268451613,1.0989351794888724,0.9191316158757284,40,20000,C2
True,A02T,5,"Fz,C3,C4,Pz,POz",17,bem_residual,3.6384284496307373,2.7926201820373535,0.9369303584098816,0.8725733757019043,0.16518000562179316,0.24603739152330517,0.27175669268451613,1.0989351794888724,0.9191316158757284,40,20000,C6
True,A02T,5,"Fz,C3,C4,Pz,POz",17,bem_residual,1.3485829830169678,1.0605137348175049,0.9897440075874329,0.9795498251914978,0.16518000562179316,0.24603739152330517,0.27175669268451613,1.0989351794888724,0.9191316158757284,40,20000,CP3
True,A02T,5,"Fz,C3,C4,Pz,POz",17,bem_residual,1.6711320877075195,1.351623296737671,0.9859112501144409,0.9715458154678345,0.16518000562179316,0.24603739152330517,0.27175669268451613,1.0989351794888724,0.9191316158757284,40,20000,CP1
True,A02T,5,"Fz,C3,C4,Pz,POz",17,bem_residual,1.5142567157745361,1.2048999071121216,0.9892275929450989,0.9783337116241455,0.16518000562179316,0.24603739152330517,0.27175669268451613,1.0989351794888724,0.9191316158757284,40,20000,CPz
True,A02T,5,"Fz,C3,C4,Pz,POz",17,bem_residual,1.4058351516723633,1.0996228456497192,0.9906027913093567,0.9809578657150269,0.16518000562179316,0.24603739152330517,0.27175669268451613,1.0989351794888724,0.9191316158757284,40,20000,CP2
True,A02T,5,"Fz,C3,C4,Pz,POz",17,bem_residual,1.8401485681533813,1.4738694429397583,0.9835526347160339,0.9669840931892395,0.16518000562179316,0.24603739152330517,0.27175669268451613,1.0989351794888724,0.9191316158757284,40,20000,CP4
True,A02T,5,"Fz,C3,C4,Pz,POz",17,bem_residual,1.2917075157165527,1.0190147161483765,0.9910053610801697,0.9815911054611206,0.16518000562179316,0.24603739152330517,0.27175669268451613,1.0989351794888724,0.9191316158757284,40,20000,P1
True,A02T,5,"Fz,C3,C4,Pz,POz",17,bem_residual,1.2379796504974365,0.9796197414398193,0.9920421838760376,0.9841007590293884,0.16518000562179316,0.24603739152330517,0.27175669268451613,1.0989351794888724,0.9191316158757284,40,20000,P2
True,A02T,10,"Fz,FC3,FC4,C3,Cz,C4,CP3,CP4,Pz,POz",12,bem_residual,1.9673024415969849,1.4082154035568237,0.9808936715126038,0.9621376638504033,0.2008771151120602,0.28411198448035946,0.40036292867794865,1.421089265525396,1.2908000596503495,40,20000,
True,A02T,10,"Fz,FC3,FC4,C3,Cz,C4,CP3,CP4,Pz,POz",12,bem_residual,1.5284438133239746,1.220762014389038,0.9891564846038818,0.9781428575515747,0.2008771151120602,0.28411198448035946,0.40036292867794865,1.421089265525396,1.2908000596503495,40,20000,FC1
True,A02T,10,"Fz,FC3,FC4,C3,Cz,C4,CP3,CP4,Pz,POz",12,bem_residual,1.508710265159607,1.1882009506225586,0.9903215169906616,0.9805008769035339,0.2008771151120602,0.28411198448035946,0.40036292867794865,1.421089265525396,1.2908000596503495,40,20000,FCz
True,A02T,10,"Fz,FC3,FC4,C3,Cz,C4,CP3,CP4,Pz,POz",12,bem_residual,2.5224430561065674,2.00510573387146,0.9714176654815674,0.9422554969787598,0.2008771151120602,0.28411198448035946,0.40036292867794865,1.421089265525396,1.2908000596503495,40,20000,FC2
True,A02T,10,"Fz,FC3,FC4,C3,Cz,C4,CP3,CP4,Pz,POz",12,bem_residual,3.2942113876342773,2.4339702129364014,0.9280195236206055,0.8545002937316895,0.2008771151120602,0.28411198448035946,0.40036292867794865,1.421089265525396,1.2908000596503495,40,20000,C5
True,A02T,10,"Fz,FC3,FC4,C3,Cz,C4,CP3,CP4,Pz,POz",12,bem_residual,1.6856755018234253,1.3717414140701294,0.9864319562911987,0.9729675650596619,0.2008771151120602,0.28411198448035946,0.40036292867794865,1.421089265525396,1.2908000596503495,40,20000,C1
True,A02T,10,"Fz,FC3,FC4,C3,Cz,C4,CP3,CP4,Pz,POz",12,bem_residual,1.482208013534546,1.2163277864456177,0.9900294542312622,0.9800978302955627,0.2008771151120602,0.28411198448035946,0.40036292867794865,1.421089265525396,1.2908000596503495,40,20000,C2
True,A02T,10,"Fz,FC3,FC4,C3,Cz,C4,CP3,CP4,Pz,POz",12,bem_residual,3.4992287158966064,2.654200553894043,0.9444258213043213,0.8829261660575867,0.2008771151120602,0.28411198448035946,0.40036292867794865,1.421089265525396,1.2908000596503495,40,20000,C6
True,A02T,10,"Fz,FC3,FC4,C3,Cz,C4,CP3,CP4,Pz,POz",12,bem_residual,1.4349409341812134,1.1890792846679688,0.9895626306533813,0.979180097579956,0.2008771151120602,0.28411198448035946,0.40036292867794865,1.421089265525396,1.2908000596503495,40,20000,CP1
True,A02T,10,"Fz,FC3,FC4,C3,Cz,C4,CP3,CP4,Pz,POz",12,bem_residual,1.0448358058929443,0.8316552639007568,0.9949758052825928,0.9897809624671936,0.2008771151120602,0.28411198448035946,0.40036292867794865,1.421089265525396,1.2908000596503495,40,20000,CPz
True,A02T,10,"Fz,FC3,FC4,C3,Cz,C4,CP3,CP4,Pz,POz",12,bem_residual,1.2546634674072266,0.9704740047454834,0.992635190486908,0.984930694103241,0.2008771151120602,0.28411198448035946,0.40036292867794865,1.421089265525396,1.2908000596503495,40,20000,CP2
True,A02T,10,"Fz,FC3,FC4,C3,Cz,C4,CP3,CP4,Pz,POz",12,bem_residual,1.1007999181747437,0.8754812479019165,0.9933887124061584,0.9866670966148376,0.2008771151120602,0.28411198448035946,0.40036292867794865,1.421089265525396,1.2908000596503495,40,20000,P1
True,A02T,10,"Fz,FC3,FC4,C3,Cz,C4,CP3,CP4,Pz,POz",12,bem_residual,1.1818089485168457,0.9415892362594604,0.9928580522537231,0.9856103658676147,0.2008771151120602,0.28411198448035946,0.40036292867794865,1.421089265525396,1.2908000596503495,40,20000,P2
True,A02T,15,"Fz,FC3,FC1,FC2,FC4,C3,C1,Cz,C2,C4,CP3,CP1,CP2,CP4,Pz",7,bem_residual,2.067945718765259,1.423359990119934,0.9777535200119019,0.9556018151023672,0.2606444003273981,0.3221472632995795,0.47111005993439065,1.7445230203913977,1.478080359282279,40,20000,
True,A02T,15,"Fz,FC3,FC1,FC2,FC4,C3,C1,Cz,C2,C4,CP3,CP1,CP2,CP4,Pz",7,bem_residual,1.2935891151428223,1.020729660987854,0.9927746057510376,0.985484778881073,0.2606444003273981,0.3221472632995795,0.47111005993439065,1.7445230203913977,1.478080359282279,40,20000,FCz
True,A02T,15,"Fz,FC3,FC1,FC2,FC4,C3,C1,Cz,C2,C4,CP3,CP1,CP2,CP4,Pz",7,bem_residual,3.1450934410095215,2.282433271408081,0.9316688776016235,0.8648030757904053,0.2606444003273981,0.3221472632995795,0.47111005993439065,1.7445230203913977,1.478080359282279,40,20000,C5
True,A02T,15,"Fz,FC3,FC1,FC2,FC4,C3,C1,Cz,C2,C4,CP3,CP1,CP2,CP4,Pz",7,bem_residual,3.3372960090637207,2.5101773738861084,0.9497794508934021,0.8935134410858154,0.2606444003273981,0.3221472632995795,0.47111005993439065,1.7445230203913977,1.478080359282279,40,20000,C6
True,A02T,15,"Fz,FC3,FC1,FC2,FC4,C3,C1,Cz,C2,C4,CP3,CP1,CP2,CP4,Pz",7,bem_residual,0.9175333976745605,0.7258962988853455,0.9960730075836182,0.9920900464057922,0.2606444003273981,0.3221472632995795,0.47111005993439065,1.7445230203913977,1.478080359282279,40,20000,CPz
True,A02T,15,"Fz,FC3,FC1,FC2,FC4,C3,C1,Cz,C2,C4,CP3,CP1,CP2,CP4,Pz",7,bem_residual,1.2623122930526733,1.005002737045288,0.9916530251502991,0.9824600219726562,0.2606444003273981,0.3221472632995795,0.47111005993439065,1.7445230203913977,1.478080359282279,40,20000,P1
True,A02T,15,"Fz,FC3,FC1,FC2,FC4,C3,C1,Cz,C2,C4,CP3,CP1,CP2,CP4,Pz",7,bem_residual,1.2403068542480469,0.9857931733131409,0.9920393228530884,0.9841017723083496,0.2606444003273981,0.3221472632995795,0.47111005993439065,1.7445230203913977,1.478080359282279,40,20000,P2
True,A02T,15,"Fz,FC3,FC1,FC2,FC4,C3,C1,Cz,C2,C4,CP3,CP1,CP2,CP4,Pz",7,bem_residual,1.8051573038101196,1.433488368988037,0.9812131524085999,0.9626048803329468,0.2606444003273981,0.3221472632995795,0.47111005993439065,1.7445230203913977,1.478080359282279,40,20000,POz
True,A03T,5,"Fz,C3,C4,Pz,POz",17,bem_residual,2.581862688064575,1.962235450744629,0.9717886447906494,0.9439055745426257,0.2650992068285658,0.328407634496301,0.42602748028011905,1.5424348431932078,1.4772566959126492,40,20000,
True,A03T,5,"Fz,C3,C4,Pz,POz",17,bem_residual,2.4595131874084473,1.9462642669677734,0.9726059436798096,0.9445223212242126,0.2650992068285658,0.328407634496301,0.42602748028011905,1.5424348431932078,1.4772566959126492,40,20000,FC3
True,A03T,5,"Fz,C3,C4,Pz,POz",17,bem_residual,2.1366002559661865,1.7032042741775513,0.9810020327568054,0.9609702229499817,0.2650992068285658,0.328407634496301,0.42602748028011905,1.5424348431932078,1.4772566959126492,40,20000,FC1
True,A03T,5,"Fz,C3,C4,Pz,POz",17,bem_residual,2.749640703201294,2.189180612564087,0.9695556163787842,0.9390448331832886,0.2650992068285658,0.328407634496301,0.42602748028011905,1.5424348431932078,1.4772566959126492,40,20000,FCz
True,A03T,5,"Fz,C3,C4,Pz,POz",17,bem_residual,2.234212875366211,1.7731820344924927,0.9797873497009277,0.9573328495025635,0.2650992068285658,0.328407634496301,0.42602748028011905,1.5424348431932078,1.4772566959126492,40,20000,FC2
True,A03T,5,"Fz,C3,C4,Pz,POz",17,bem_residual,2.3541769981384277,1.856479287147522,0.9748865365982056,0.9502812623977661,0.2650992068285658,0.328407634496301,0.42602748028011905,1.5424348431932078,1.4772566959126492,40,20000,FC4
True,A03T,5,"Fz,C3,C4,Pz,POz",17,bem_residual,3.1828925609588623,2.442572832107544,0.9413148164749146,0.8814390897750854,0.2650992068285658,0.328407634496301,0.42602748028011905,1.5424348431932078,1.4772566959126492,40,20000,C5
True,A03T,5,"Fz,C3,C4,Pz,POz",17,bem_residual,2.674931287765503,2.1134870052337646,0.9712885022163391,0.9415792226791382,0.2650992068285658,0.328407634496301,0.42602748028011905,1.5424348431932078,1.4772566959126492,40,20000,C1
True,A03T,5,"Fz,C3,C4,Pz,POz",17,bem_residual,3.18951678276062,2.5406618118286133,0.9614363312721252,0.9205613136291504,0.2650992068285658,0.328407634496301,0.42602748028011905,1.5424348431932078,1.4772566959126492,40,20000,Cz
True,A03T,5,"Fz,C3,C4,Pz,POz",17,bem_residual,2.746904134750366,2.1838324069976807,0.9725265502929688,0.9367455244064331,0.2650992068285658,0.328407634496301,0.42602748028011905,1.5424348431932078,1.4772566959126492,40,20000,C2
True,A03T,5,"Fz,C3,C4,Pz,POz",17,bem_residual,4.35062313079834,3.2277073860168457,0.9210209250450134,0.83769291639328,0.2650992068285658,0.328407634496301,0.42602748028011905,1.5424348431932078,1.4772566959126492,40,20000,C6
True,A03T,5,"Fz,C3,C4,Pz,POz",17,bem_residual,1.8285599946975708,1.4341601133346558,0.9858051538467407,0.9714581966400146,0.2650992068285658,0.328407634496301,0.42602748028011905,1.5424348431932078,1.4772566959126492,40,20000,CP3
True,A03T,5,"Fz,C3,C4,Pz,POz",17,bem_residual,1.8249555826187134,1.460260272026062,0.9860179424285889,0.9720550179481506,0.2650992068285658,0.328407634496301,0.42602748028011905,1.5424348431932078,1.4772566959126492,40,20000,CP1
True,A03T,5,"Fz,C3,C4,Pz,POz",17,bem_residual,2.121950626373291,1.6449317932128906,0.982475757598877,0.9644661545753479,0.2650992068285658,0.328407634496301,0.42602748028011905,1.5424348431932078,1.4772566959126492,40,20000,CPz
True,A03T,5,"Fz,C3,C4,Pz,POz",17,bem_residual,1.8347363471984863,1.4541081190109253,0.9863549470901489,0.9728342890739441,0.2650992068285658,0.328407634496301,0.42602748028011905,1.5424348431932078,1.4772566959126492,40,20000,CP2
True,A03T,5,"Fz,C3,C4,Pz,POz",17,bem_residual,2.1239373683929443,1.674358606338501,0.981383740901947,0.9625905156135559,0.2650992068285658,0.328407634496301,0.42602748028011905,1.5424348431932078,1.4772566959126492,40,20000,CP4
True,A03T,5,"Fz,C3,C4,Pz,POz",17,bem_residual,2.906096935272217,2.3106906414031982,0.9728458523750305,0.9350654482841492,0.2650992068285658,0.328407634496301,0.42602748028011905,1.5424348431932078,1.4772566959126492,40,20000,P1
True,A03T,5,"Fz,C3,C4,Pz,POz",17,bem_residual,1.7836719751358032,1.4029300212860107,0.9880070090293884,0.9754148125648499,0.2650992068285658,0.328407634496301,0.42602748028011905,1.5424348431932078,1.4772566959126492,40,20000,P2
True,A03T,10,"Fz,FC3,FC4,C3,Cz,C4,CP3,CP4,Pz,POz",12,bem_residual,2.277987480163574,1.6483579874038696,0.9782776236534119,0.9567265221704673,0.2619613254501025,0.34241402707920177,0.36894886254681725,1.4164869326307248,1.2315005513236428,40,20000,
True,A03T,10,"Fz,FC3,FC4,C3,Cz,C4,CP3,CP4,Pz,POz",12,bem_residual,1.629502773284912,1.3076515197753906,0.9888536334037781,0.9775623679161072,0.2619613254501025,0.34241402707920177,0.36894886254681725,1.4164869326307248,1.2315005513236428,40,20000,FC1
True,A03T,10,"Fz,FC3,FC4,C3,Cz,C4,CP3,CP4,Pz,POz",12,bem_residual,1.7472312450408936,1.3932688236236572,0.9883871078491211,0.9757172465324402,0.2619613254501025,0.34241402707920177,0.36894886254681725,1.4164869326307248,1.2315005513236428,40,20000,FCz
True,A03T,10,"Fz,FC3,FC4,C3,Cz,C4,CP3,CP4,Pz,POz",12,bem_residual,1.740047574043274,1.3963106870651245,0.987456202507019,0.9742907285690308,0.2619613254501025,0.34241402707920177,0.36894886254681725,1.4164869326307248,1.2315005513236428,40,20000,FC2
True,A03T,10,"Fz,FC3,FC4,C3,Cz,C4,CP3,CP4,Pz,POz",12,bem_residual,2.920490026473999,2.2464287281036377,0.9498437643051147,0.9005685448646545,0.2619613254501025,0.34241402707920177,0.36894886254681725,1.4164869326307248,1.2315005513236428,40,20000,C5
True,A03T,10,"Fz,FC3,FC4,C3,Cz,C4,CP3,CP4,Pz,POz",12,bem_residual,2.2066736221313477,1.7367117404937744,0.9807290434837341,0.960616946220398,0.2619613254501025,0.34241402707920177,0.36894886254681725,1.4164869326307248,1.2315005513236428,40,20000,C1
