test_subject,n_input_channels,input_channels,n_reconstructed_channels,method,rmse,mae,pearson_r,r2,band_rmse_delta,band_rmse_theta,band_rmse_alpha,band_rmse_beta,band_rmse_gamma,n_test_trials,n_test_samples,channel
A01T,5,"Fz,C3,C4,Pz,POz",17,bem_dipole_model,9.782321030645697,7.694028001619285,0.26158588072448463,0.03454062708488792,37.485853963863754,12.336840348032645,10.183055142089017,11.183647707484656,2.498071869118968,40,40000,CP1
A01T,5,"Fz,C3,C4,Pz,POz",17,bem_dipole_model,10.23047984670015,8.0551854984991,0.4204398988358644,0.0320882445727424,37.485853963863754,12.336840348032645,10.183055142089017,11.183647707484656,2.498071869118968,40,40000,CPz
A01T,5,"Fz,C3,C4,Pz,POz",17,bem_dipole_model,9.795294315446816,7.708820686261405,0.35553943421039874,0.049464728571353644,37.485853963863754,12.336840348032645,10.183055142089017,11.183647707484656,2.498071869118968,40,40000,CP2
A01T,5,"Fz,C3,C4,Pz,POz",17,bem_dipole_model,9.214460609638842,7.241019886025124,0.41221304729702773,0.09100848220533708,37.485853963863754,12.336840348032645,10.183055142089017,11.183647707484656,2.498071869118968,40,40000,CP4
A01T,5,"Fz,C3,C4,Pz,POz",17,bem_dipole_model,9.315468374097183,7.330304690628199,0.30978473882427326,0.06614574890769742,37.485853963863754,12.336840348032645,10.183055142089017,11.183647707484656,2.498071869118968,40,40000,P1
A01T,5,"Fz,C3,C4,Pz,POz",17,bem_dipole_model,9.248838303958168,7.242571366656018,0.34659779468293217,0.0730384320646047,37.485853963863754,12.336840348032645,10.183055142089017,11.183647707484656,2.498071869118968,40,40000,P2
A01T,10,"Fz,FC3,FC4,C3,Cz,C4,CP3,CP4,Pz,POz",12,bem_dipole_model,9.372024012328149,7.336090837209348,0.46603512267836517,0.13837071379300625,37.129822389885305,12.137086518972989,9.788291985419624,11.008909915289898,2.385229703440993,40,40000,
A01T,10,"Fz,FC3,FC4,C3,Cz,C4,CP3,CP4,Pz,POz",12,bem_dipole_model,9.78896488273291,7.669599374151278,0.5334395932659651,0.18750223338596184,37.129822389885305,12.137086518972989,9.788291985419624,11.008909915289898,2.385229703440993,40,40000,FC1
A01T,10,"Fz,FC3,FC4,C3,Cz,C4,CP3,CP4,Pz,POz",12,bem_dipole_model,10.27864817894236,8.06739269347584,0.5821098070345693,0.19307046368317593,37.129822389885305,12.137086518972989,9.788291985419624,11.008909915289898,2.385229703440993,40,40000,FCz
A01T,10,"Fz,FC3,FC4,C3,Cz,C4,CP3,CP4,Pz,POz",12,bem_dipole_model,9.751804723436045,7.6691139131060275,0.5612461016427336,0.20166223354019497,37.129822389885305,12.137086518972989,9.788291985419624,11.008909915289898,2.385229703440993,40,40000,FC2
A01T,10,"Fz,FC3,FC4,C3,Cz,C4,CP3,CP4,Pz,POz",12,bem_dipole_model,7.533532303330722,5.897784565243264,0.3611068956264152,0.11815255123862922,37.129822389885305,12.137086518972989,9.788291985419624,11.008909915289898,2.385229703440993,40,40000,C5
A01T,10,"Fz,FC3,FC4,C3,Cz,C4,CP3,CP4,Pz,POz",12,bem_dipole_model,9.748296553531352,7.661275619006954,0.4612202654911302,0.12191848166809727,37.129822389885305,12.137086518972989,9.788291985419624,11.008909915289898,2.385229703440993,40,40000,C1
A01T,10,"Fz,FC3,FC4,C3,Cz,C4,CP3,CP4,Pz,POz",12,bem_dipole_model,9.748150039652844,7.671822185298471,0.5165000591156955,0.14169697620997512,37.129822389885305,12.137086518972989,9.788291985419624,11.008909915289898,2.385229703440993,40,40000,C2
A01T,10,"Fz,FC3,FC4,C3,Cz,C4,CP3,CP4,Pz,POz",12,bem_dipole_model,7.964258022151842,6.276464294901681,0.5126904880225572,0.19289759975721832,37.129822389885305,12.137086518972989,9.788291985419624,11.008909915289898,2.385229703440993,40,40000,C6
A01T,10,"Fz,FC3,FC4,C3,Cz,C4,CP3,CP4,Pz,POz",12,bem_dipole_model,9.548597938133915,7.502494869018611,0.37314616543354356,0.0801237741121692,37.129822389885305,12.137086518972989,9.788291985419624,11.008909915289898,2.385229703440993,40,40000,CP1
A01T,10,"Fz,FC3,FC4,C3,Cz,C4,CP3,CP4,Pz,POz",12,bem_dipole_model,9.918899440303974,7.801880256562213,0.5714016968115776,0.09014804885799821,37.129822389885305,12.137086518972989,9.788291985419624,11.008909915289898,2.385229703440993,40,40000,CPz
A01T,10,"Fz,FC3,FC4,C3,Cz,C4,CP3,CP4,Pz,POz",12,bem_dipole_model,9.546580685329047,7.503623879586499,0.45338099285559996,0.09712224609377351,37.129822389885305,12.137086518972989,9.788291985419624,11.008909915289898,2.385229703440993,40,40000,CP2
A01T,10,"Fz,FC3,FC4,C3,Cz,C4,CP3,CP4,Pz,POz",12,bem_dipole_model,9.166314347611866,7.2060384550531555,0.3529952333630069,0.09581103565934601,37.129822389885305,12.137086518972989,9.788291985419624,11.008909915289898,2.385229703440993,40,40000,P1
A01T,10,"Fz,FC3,FC4,C3,Cz,C4,CP3,CP4,Pz,POz",12,bem_dipole_model,9.082281207622861,7.105599941108182,0.38957337782643364,0.10612406786180839,37.129822389885305,12.137086518972989,9.788291985419624,11.008909915289898,2.385229703440993,40,40000,P2
A01T,15,"Fz,FC3,FC1,FC2,FC4,C3,C1,Cz,C2,C4,CP3,CP1,CP2,CP4,Pz",7,bem_dipole_model,9.018724785675758,7.047331472978017,0.435834270527585,0.1390842996200834,33.64876807284501,10.217515449692856,10.062238777777036,11.224023338555819,2.3159026697224285,40,40000,
