Condition,Trial,Channel,Pearson_r,MSE
Baseline (with_audio_and_visual_stimulus),trial_20,F3,-0.12965719091739403,1.6902450573261985e-11
Baseline (with_audio_and_visual_stimulus),trial_20,F4,-0.07367476016751064,3.10465572500931e-11
Baseline (with_audio_and_visual_stimulus),trial_20,F8,-0.3657164927575674,1.7292779005579377e-10
Baseline (with_audio_and_visual_stimulus),trial_20,T3,-0.13363945248933864,1.965484533405674e-11
Baseline (with_audio_and_visual_stimulus),trial_20,T4,-0.0029911170414961556,2.8779833712516846e-11
Baseline (with_audio_and_visual_stimulus),trial_20,T5,-0.24597593941896198,1.4895310727809436e-11
Baseline (with_audio_and_visual_stimulus),trial_20,T6,-0.1948569841743839,1.6952542902434242e-11
Baseline (with_music),trial_01,F7,-0.19284135551484047,2.4532084145872896e-11
Baseline (with_music),trial_01,F3,-0.03681011319640523,8.685726081021413e-12
Baseline (with_music),trial_01,F4,0.011729676142364717,9.415560374262712e-12
Baseline (with_music),trial_01,F8,-0.25730821089257516,1.6489314096349908e-11
Baseline (with_music),trial_01,T3,-0.138422192577,1.3074299586127325e-11
Baseline (with_music),trial_01,T4,-0.10074397993155806,1.3387417747926805e-11
Baseline (with_music),trial_01,T5,-0.2007651236479017,2.241538546406318e-11
Baseline (with_music),trial_01,T6,-0.28725875278076146,2.7734570297735537e-11
Baseline (with_music),trial_02,F7,-0.31148717380289587,2.4772801472943252e-11
Baseline (with_music),trial_02,F3,-0.022653462962324584,8.75020273443157e-12
Baseline (with_music),trial_02,F4,-0.021081552300312393,1.0797068380190533e-11
Baseline (with_music),trial_02,F8,-0.40927082107828805,1.9953982057884174e-11
Baseline (with_music),trial_02,T3,-0.07152907755380206,1.1882744812744131e-11
Baseline (with_music),trial_02,T4,-0.07626830444280457,9.987433058849484e-12
Baseline (with_music),trial_02,T5,-0.12722905157335498,2.5296466385283802e-11
Baseline (with_music),trial_02,T6,-0.34742702819335064,3.6073596781910956e-11
Baseline (with_music),trial_03,F7,-0.31783121060406005,4.211662830472249e-11
Baseline (with_music),trial_03,F3,0.005972066422273828,1.1222194489767426e-11
Baseline (with_music),trial_03,F4,-0.005507100677580802,1.1658140553354428e-11
Baseline (with_music),trial_03,F8,-0.24383755712974595,3.823011146554766e-11
Baseline (with_music),trial_03,T3,-0.1025978843702562,2.2357403878611945e-11
Baseline (with_music),trial_03,T4,-0.1364017469700719,1.526312623948388e-11
Baseline (with_music),trial_03,T5,-0.07174468874784644,3.115498911484435e-11
Baseline (with_music),trial_03,T6,-0.1605277687158291,5.2927481730053e-11
Baseline (with_music),trial_04,F7,-0.2349254361302731,1.754064128030179e-11
Baseline (with_music),trial_04,F3,-0.06350862244297717,9.734961396261413e-12
Baseline (with_music),trial_04,F4,0.009529046212553552,9.584065050474911e-12
Baseline (with_music),trial_04,F8,-0.3083579833309311,1.8319474298140254e-11
Baseline (with_music),trial_04,T3,-0.16753350256697935,1.5012343066452747e-11
Baseline (with_music),trial_04,T4,-0.10259712901254221,1.192854525413908e-11
Baseline (with_music),trial_04,T5,-0.12497672110708706,2.9156826360812935e-11
Baseline (with_music),trial_04,T6,-0.08105367067452902,4.591356341007806e-11
Baseline (with_music),trial_05,F7,-0.3267892893708013,2.9667381727043756e-11
Baseline (with_music),trial_05,F3,-0.08309958805124709,1.1069361216379202e-11
Baseline (with_music),trial_05,F4,-0.023405927446086734,9.658519125066652e-12
Baseline (with_music),trial_05,F8,-0.38149128144871347,2.2193656616910474e-11
Baseline (with_music),trial_05,T3,-0.10011025109901905,1.4671562980453942e-11
Baseline (with_music),trial_05,T4,-0.2977881034297601,1.3291668342169448e-11
Baseline (with_music),trial_05,T5,-0.015030715648506637,2.9620374339721093e-11
Baseline (with_music),trial_05,T6,-0.10447804645872616,4.2966502585014814e-11
Baseline (with_music),trial_06,F7,-0.3613278734301071,3.347346831826044e-11
Baseline (with_music),trial_06,F3,0.05878046974847754,9.519360616319714e-12
Baseline (with_music),trial_06,F4,-0.02699711600886658,1.1701268978477227e-11
Baseline (with_music),trial_06,F8,-0.3305624383773775,2.9482293375412596e-11
Baseline (with_music),trial_06,T3,-0.11446390746028538,1.7591023544344003e-11
Baseline (with_music),trial_06,T4,-0.1382850120321673,1.5308337693334094e-11
Baseline (with_music),trial_06,T5,-0.056348437686582695,3.00037744937061e-11
Baseline (with_music),trial_06,T6,-0.010943671420299275,6.475600641251067e-11
Baseline (with_music),trial_07,F7,-0.1770001905148841,2.0423930544516014e-11
Baseline (with_music),trial_07,F3,-0.11548260458590914,1.0161201680147542e-11
Baseline (with_music),trial_07,F4,-0.07708897584277297,1.1608329884990691e-11
Baseline (with_music),trial_07,F8,-0.33771081306268674,2.086750216463487e-11
Baseline (with_music),trial_07,T3,-0.17378476863586706,1.2839615007419586e-11
Baseline (with_music),trial_07,T4,-0.11059830153848779,1.3607891263729262e-11
Baseline (with_music),trial_07,T5,-0.026075340325391598,3.2958691756091576e-11
Baseline (with_music),trial_07,T6,-0.16147168110054988,7.465498516583208e-11
Baseline (with_music),trial_08,F7,-0.3319268639280214,2.278022090901827e-11
Baseline (with_music),trial_08,F3,-0.07491930109942053,9.048385141581247e-12
Baseline (with_music),trial_08,F4,-0.06534168020348868,1.4161620939922649e-11
Baseline (with_music),trial_08,F8,-0.2939871188954657,2.071240060096693e-11
Baseline (with_music),trial_08,T3,-0.14478143782535594,1.4796151525862178e-11
Baseline (with_music),trial_08,T4,-0.16138973743879678,1.3719707201952861e-11
Baseline (with_music),trial_08,T5,-0.15066145698131,3.0669900626810555e-11
Baseline (with_music),trial_08,T6,-0.12325748536263137,8.611835241110467e-11
Baseline (with_music),trial_09,F7,-0.35754564450957577,3.216654504588267e-11
Baseline (with_music),trial_09,F3,-0.012443712549064342,1.0031624133811725e-11
Baseline (with_music),trial_09,F4,-0.015925284934787644,1.1594020525536088e-11
Baseline (with_music),trial_09,F8,-0.24875731570241028,2.2319872060410565e-11
Baseline (with_music),trial_09,T3,-0.16635940101290977,2.065147213457693e-11
Baseline (with_music),trial_09,T4,-0.22791556199632793,2.0395814087373016e-11
Baseline (with_music),trial_09,T5,-0.04347233358530153,2.9321248457080864e-11
Baseline (with_music),trial_09,T6,-0.028657767746706336,4.6663238573085364e-11
Baseline (with_music),trial_10,F7,-0.3707182607752098,4.2487698610423487e-11
Baseline (with_music),trial_10,F3,0.05017153140987868,1.1068132380724738e-11
Baseline (with_music),trial_10,F4,0.011078260717703136,1.1514076683550963e-11
Baseline (with_music),trial_10,F8,-0.34258004026144684,2.920818483274277e-11
Baseline (with_music),trial_10,T3,-0.17117505916322007,1.888763596916413e-11
Baseline (with_music),trial_10,T4,-0.05581808984845878,1.0993397869930426e-11
Baseline (with_music),trial_10,T5,0.05000511444316265,2.504703700668161e-11
Baseline (with_music),trial_10,T6,-0.09272006740016835,4.5985139199045814e-11
Baseline (with_music),trial_11,F7,-0.5548461028648496,6.131820368888937e-11
Baseline (with_music),trial_11,F3,0.18014114597490422,9.853475169854044e-12
Baseline (with_music),trial_11,F4,0.04759838033027233,1.1276439774595694e-11
Baseline (with_music),trial_11,F8,-0.3665398358409046,3.8312201598915216e-11
Baseline (with_music),trial_11,T3,-0.14175108112214613,2.1558323162587564e-11
Baseline (with_music),trial_11,T4,-0.1775599604859129,1.5082547008849625e-11
Baseline (with_music),trial_11,T5,-0.09559923608925418,2.4856946717622137e-11
Baseline (with_music),trial_11,T6,-0.08823550885397884,4.445014005320212e-11
Baseline (with_music),trial_12,F7,-0.2815322031684013,2.2136729706644008e-11
Baseline (with_music),trial_12,F3,-0.06979711577343524,8.716576881224704e-12
Baseline (with_music),trial_12,F4,-0.006511419307654959,9.21166737265328e-12
Baseline (with_music),trial_12,F8,-0.3332279622897528,2.3405158361061503e-11
Baseline (with_music),trial_12,T3,-0.011977908632406477,1.2330802897085459e-11
Baseline (with_music),trial_12,T4,-0.15631727990012986,1.1469783792911396e-11
Baseline (with_music),trial_12,T5,-0.0809106075057136,2.5608416204723912e-11
Baseline (with_music),trial_12,T6,-0.12821500422065896,5.216353251170696e-11
Baseline (with_music),trial_13,F7,-0.6198621246161237,2.1534375318194106e-10
Baseline (with_music),trial_13,F3,0.26472680758463313,1.8262567194575274e-11
Baseline (with_music),trial_13,F4,-0.02931586468981964,1.1182162876697104e-11
Baseline (with_music),trial_13,F8,-0.3246579397486734,4.060722030339734e-11
Baseline (with_music),trial_13,T3,0.13573487059834377,2.9874541391474444e-11
Baseline (with_music),trial_13,T4,-0.15431400893557717,1.6621538599012058e-11
Baseline (with_music),trial_13,T5,-0.13369897579206835,2.294545172143889e-11
Baseline (with_music),trial_13,T6,-0.06370102714148883,3.0139238746357995e-11
Baseline (with_music),trial_14,F7,-0.27158356767972947,2.7645548105026872e-11
Baseline (with_music),trial_14,F3,-0.036835868215615374,9.470170376911911e-12
Baseline (with_music),trial_14,F4,0.025023516050471553,1.1845404093493436e-11
Baseline (with_music),trial_14,F8,-0.41134732859813483,2.60328760024109e-11
Baseline (with_music),trial_14,T3,-0.1599017282069797,1.3923959431470041e-11
Baseline (with_music),trial_14,T4,-0.12863879826001776,1.1981697603392881e-11
Baseline (with_music),trial_14,T5,-0.036552609293801275,2.960250662896182e-11
Baseline (with_music),trial_14,T6,-0.012759017014475032,5.379186099241517e-11
Baseline (with_music),trial_15,F7,-0.21240275766838274,2.557417889668601e-11
Baseline (with_music),trial_15,F3,-0.13842985322537443,1.1440619467716585e-11
Baseline (with_music),trial_15,F4,-0.06436370565186239,1.139146405294399e-11
Baseline (with_music),trial_15,F8,-0.29321407736337535,1.9653395440568802e-11
Baseline (with_music),trial_15,T3,-0.003673249675005522,1.758029937085583e-11
Baseline (with_music),trial_15,T4,-0.15815657943724967,1.442995340693236e-11
Baseline (with_music),trial_15,T5,-0.4126812536868719,5.3314361236765934e-11
Baseline (with_music),trial_15,T6,-0.07633339180607375,4.511290117200488e-11
Baseline (with_music),trial_16,F7,-0.278148190459988,2.594243842376029e-11
Baseline (with_music),trial_16,F3,-0.03911390437992009,9.816588921972993e-12
Baseline (with_music),trial_16,F4,-0.08245532310318446,1.23951869687872e-11
Baseline (with_music),trial_16,F8,-0.31285261884296894,2.164930808340241e-11
Baseline (with_music),trial_16,T3,-0.09588713166965956,1.561293171280062e-11
Baseline (with_music),trial_16,T4,-0.16912646206753876,1.3024651634928208e-11
Baseline (with_music),trial_16,T5,-0.05381514066923639,3.3388805670746834e-11
Baseline (with_music),trial_16,T6,-0.07995724700235453,5.4384841560400286e-11
Baseline (with_music),trial_17,F7,-0.20793331720560101,2.0880691196948348e-11
Baseline (with_music),trial_17,F3,-0.061506170080170904,1.0310745855697656e-11
Baseline (with_music),trial_17,F4,0.010426829026718471,1.1665276794172339e-11
Baseline (with_music),trial_17,F8,-0.33009554772155214,2.0693960658805983e-11
Baseline (with_music),trial_17,T3,-0.19502069806067782,1.3949046800815403e-11
Baseline (with_music),trial_17,T4,-0.17944312627062156,1.2382202927914105e-11
Baseline (with_music),trial_17,T5,-0.044586173738134845,3.350240226652956e-11
Baseline (with_music),trial_17,T6,-0.07458701951108646,5.4338112899109e-11
Baseline (with_music),trial_18,F7,-0.2757333445356678,2.2420474429732876e-11
Baseline (with_music),trial_18,F3,-0.022654524085574963,8.660338010062404e-12
Baseline (with_music),trial_18,F4,-0.016953061658826117,9.983227978350189e-12
Baseline (with_music),trial_18,F8,-0.28356968271831395,1.7043535342794634e-11
Baseline (with_music),trial_18,T3,-0.10473095382432362,1.4807203274969094e-11
Baseline (with_music),trial_18,T4,-0.11072163776923163,1.1929288462677595e-11
Baseline (with_music),trial_18,T5,-0.060001523740141186,2.980584243375762e-11
Baseline (with_music),trial_18,T6,-0.005951354080461438,4.191245633677325e-11
Baseline (with_music),trial_19,F7,-0.3131395139489413,2.7704287571053246e-09
Baseline (with_music),trial_19,F3,0.1518121778311002,1.9516305998905028e-10
Baseline (with_music),trial_19,F4,0.17101809788121472,7.803348331637231e-11
Baseline (with_music),trial_19,F8,-0.39350510385646176,9.304716770562584e-10
Baseline (with_music),trial_19,T3,0.008250869786161654,3.248559319373913e-10
Baseline (with_music),trial_19,T4,-0.20290682047178224,1.2186710465851853e-10
Baseline (with_music),trial_19,T5,-0.05644073858543357,3.077788654402842e-11
Baseline (with_music),trial_19,T6,-0.031215595941368322,6.852777416074379e-11
Baseline (with_music),trial_20,F7,-0.2971115460949489,2.3446934986077987e-11
Baseline (with_music),trial_20,F3,-0.09016736871301803,1.0075715924865735e-11
Baseline (with_music),trial_20,F4,-0.11212340993316253,1.1265687779459064e-11
Baseline (with_music),trial_20,F8,-0.27650512845335584,1.8724089345943595e-11
Baseline (with_music),trial_20,T3,-0.037375148553079,1.3441281844843551e-11
Baseline (with_music),trial_20,T4,-0.14526786442204656,1.1732417828972574e-11
Baseline (with_music),trial_20,T5,-0.1683841169527644,1.9782565682918297e-11
Baseline (with_music),trial_20,T6,-0.2394189623162958,3.4703762854818605e-11
