test_subject,n_input_channels,input_channels,n_reconstructed_channels,method,rmse,mae,pearson_r,r2,band_rmse_delta,band_rmse_theta,band_rmse_alpha,band_rmse_beta,band_rmse_gamma,n_test_trials,n_test_samples,channel
A01T,5,"Fz,C3,C4,Pz,POz",17,distance_weighted,3.3053088188171387,2.5708985328674316,0.945702850818634,0.8921687830125389,8.135235658214814,4.096229349084742,3.5865609702421675,2.7780534833040917,0.9642415237509663,273,273000,
A01T,5,"Fz,C3,C4,Pz,POz",17,distance_weighted,3.648874282836914,2.8869807720184326,0.930911123752594,0.8659281730651855,8.135235658214814,4.096229349084742,3.5865609702421675,2.7780534833040917,0.9642415237509663,273,273000,FC3
A01T,5,"Fz,C3,C4,Pz,POz",17,distance_weighted,3.6020126342773438,2.852274179458618,0.9472250938415527,0.8873149752616882,8.135235658214814,4.096229349084742,3.5865609702421675,2.7780534833040917,0.9642415237509663,273,273000,FC1
A01T,5,"Fz,C3,C4,Pz,POz",17,distance_weighted,4.09748649597168,3.2387588024139404,0.9402159452438354,0.8672188520431519,8.135235658214814,4.096229349084742,3.5865609702421675,2.7780534833040917,0.9642415237509663,273,273000,FCz
A01T,5,"Fz,C3,C4,Pz,POz",17,distance_weighted,3.3592965602874756,2.6653594970703125,0.9568275213241577,0.9032221436500549,8.135235658214814,4.096229349084742,3.5865609702421675,2.7780534833040917,0.9642415237509663,273,273000,FC2
A01T,5,"Fz,C3,C4,Pz,POz",17,distance_weighted,3.642838954925537,2.8864259719848633,0.937796950340271,0.876092255115509,8.135235658214814,4.096229349084742,3.5865609702421675,2.7780534833040917,0.9642415237509663,273,273000,FC4
A01T,5,"Fz,C3,C4,Pz,POz",17,distance_weighted,3.989804267883301,3.174348831176758,0.8960015773773193,0.7584682106971741,8.135235658214814,4.096229349084742,3.5865609702421675,2.7780534833040917,0.9642415237509663,273,273000,C5
A01T,5,"Fz,C3,C4,Pz,POz",17,distance_weighted,2.9266421794891357,2.3299009799957275,0.9634799361228943,0.9193781018257141,8.135235658214814,4.096229349084742,3.5865609702421675,2.7780534833040917,0.9642415237509663,273,273000,C1
A01T,5,"Fz,C3,C4,Pz,POz",17,distance_weighted,3.753605842590332,2.976099967956543,0.9500876665115356,0.884016752243042,8.135235658214814,4.096229349084742,3.5865609702421675,2.7780534833040917,0.9642415237509663,273,273000,Cz
A01T,5,"Fz,C3,C4,Pz,POz",17,distance_weighted,2.8545947074890137,2.27367901802063,0.9676363468170166,0.9259083271026611,8.135235658214814,4.096229349084742,3.5865609702421675,2.7780534833040917,0.9642415237509663,273,273000,C2
A01T,5,"Fz,C3,C4,Pz,POz",17,distance_weighted,4.326567649841309,3.4360899925231934,0.885913610458374,0.7633644342422485,8.135235658214814,4.096229349084742,3.5865609702421675,2.7780534833040917,0.9642415237509663,273,273000,C6
A01T,5,"Fz,C3,C4,Pz,POz",17,distance_weighted,3.283646821975708,2.585977792739868,0.9377462863922119,0.87933748960495,8.135235658214814,4.096229349084742,3.5865609702421675,2.7780534833040917,0.9642415237509663,273,273000,CP3
A01T,5,"Fz,C3,C4,Pz,POz",17,distance_weighted,2.6501901149749756,2.1025259494781494,0.9656213521957397,0.9285441040992737,8.135235658214814,4.096229349084742,3.5865609702421675,2.7780534833040917,0.9642415237509663,273,273000,CP1
A01T,5,"Fz,C3,C4,Pz,POz",17,distance_weighted,2.8123650550842285,2.2269210815429688,0.9668259024620056,0.9257329106330872,8.135235658214814,4.096229349084742,3.5865609702421675,2.7780534833040917,0.9642415237509663,273,273000,CPz
A01T,5,"Fz,C3,C4,Pz,POz",17,distance_weighted,2.4706454277038574,1.9486353397369385,0.9723029136657715,0.9394931793212891,8.135235658214814,4.096229349084742,3.5865609702421675,2.7780534833040917,0.9642415237509663,273,273000,CP2
A01T,5,"Fz,C3,C4,Pz,POz",17,distance_weighted,3.127492904663086,2.4448904991149902,0.9473812580108643,0.8969497084617615,8.135235658214814,4.096229349084742,3.5865609702421675,2.7780534833040917,0.9642415237509663,273,273000,CP4
A01T,5,"Fz,C3,C4,Pz,POz",17,distance_weighted,2.442270040512085,1.913588523864746,0.9672555327415466,0.9353772401809692,8.135235658214814,4.096229349084742,3.5865609702421675,2.7780534833040917,0.9642415237509663,273,273000,P1
A01T,5,"Fz,C3,C4,Pz,POz",17,distance_weighted,2.2522337436676025,1.762660264968872,0.9724639058113098,0.9452686905860901,8.135235658214814,4.096229349084742,3.5865609702421675,2.7780534833040917,0.9642415237509663,273,273000,P2
A01T,10,"Fz,FC3,FC4,C3,Cz,C4,CP3,CP4,Pz,POz",12,distance_weighted,3.10380482673645,2.393991470336914,0.9515231251716614,0.9044737327547363,7.199364936728183,3.439430620858962,3.616634098594471,2.5496760716989972,0.7475830637783474,273,273000,
A01T,10,"Fz,FC3,FC4,C3,Cz,C4,CP3,CP4,Pz,POz",12,distance_weighted,3.202806234359741,2.5426557064056396,0.9585894346237183,0.9109065532684326,7.199364936728183,3.439430620858962,3.616634098594471,2.5496760716989972,0.7475830637783474,273,273000,FC1
A01T,10,"Fz,FC3,FC4,C3,Cz,C4,CP3,CP4,Pz,POz",12,distance_weighted,3.6923601627349854,2.9133267402648926,0.9521303772926331,0.8921754360198975,7.199364936728183,3.439430620858962,3.616634098594471,2.5496760716989972,0.7475830637783474,273,273000,FCz
A01T,10,"Fz,FC3,FC4,C3,Cz,C4,CP3,CP4,Pz,POz",12,distance_weighted,2.97062611579895,2.3634376525878906,0.9661169648170471,0.9243208169937134,7.199364936728183,3.439430620858962,3.616634098594471,2.5496760716989972,0.7475830637783474,273,273000,FC2
A01T,10,"Fz,FC3,FC4,C3,Cz,C4,CP3,CP4,Pz,POz",12,distance_weighted,4.192329406738281,3.3377633094787598,0.8885603547096252,0.73332679271698,7.199364936728183,3.439430620858962,3.616634098594471,2.5496760716989972,0.7475830637783474,273,273000,C5
A01T,10,"Fz,FC3,FC4,C3,Cz,C4,CP3,CP4,Pz,POz",12,distance_weighted,2.446934700012207,1.9628971815109253,0.9733563661575317,0.9436405301094055,7.199364936728183,3.439430620858962,3.616634098594471,2.5496760716989972,0.7475830637783474,273,273000,C1
A01T,10,"Fz,FC3,FC4,C3,Cz,C4,CP3,CP4,Pz,POz",12,distance_weighted,2.360365390777588,1.8950690031051636,0.9771751165390015,0.9493433237075806,7.199364936728183,3.439430620858962,3.616634098594471,2.5496760716989972,0.7475830637783474,273,273000,C2
A01T,10,"Fz,FC3,FC4,C3,Cz,C4,CP3,CP4,Pz,POz",12,distance_weighted,4.521444320678711,3.592747926712036,0.8774170279502869,0.7415629625320435,7.199364936728183,3.439430620858962,3.616634098594471,2.5496760716989972,0.7475830637783474,273,273000,C6
A01T,10,"Fz,FC3,FC4,C3,Cz,C4,CP3,CP4,Pz,POz",12,distance_weighted,2.390401601791382,1.9061684608459473,0.9720009565353394,0.9418659806251526,7.199364936728183,3.439430620858962,3.616634098594471,2.5496760716989972,0.7475830637783474,273,273000,CP1
A01T,10,"Fz,FC3,FC4,C3,Cz,C4,CP3,CP4,Pz,POz",12,distance_weighted,2.542395830154419,2.0099754333496094,0.9730567336082458,0.9393064975738525,7.199364936728183,3.439430620858962,3.616634098594471,2.5496760716989972,0.7475830637783474,273,273000,CPz
A01T,10,"Fz,FC3,FC4,C3,Cz,C4,CP3,CP4,Pz,POz",12,distance_weighted,2.113600254058838,1.6640510559082031,0.9799500703811646,0.9557178020477295,7.199364936728183,3.439430620858962,3.616634098594471,2.5496760716989972,0.7475830637783474,273,273000,CP2
