test_subject,n_input_channels,input_channels,n_reconstructed_channels,method,n_test_trials,n_test_samples,model_loaded,rmse,mae,pearson_r,r2,band_rmse_delta,band_rmse_theta,band_rmse_alpha,band_rmse_beta,band_rmse_gamma,channel
A01T,15,"Fz,FC3,FC1,FC2,FC4,C3,C1,Cz,C2,C4,CP3,CP1,CP2,CP4,Pz",7,Learned_BEM_Residual,273,273000,True,2.3361504077911377,1.8491089344024658,0.9700984954833984,0.9410070776939392,1.6595231840952689,0.5598421832621036,0.81142130382336,1.258241603615353,0.6069506506876515,POz
A02T,5,"Fz,C3,C4,Pz,POz",17,Learned_BEM_Residual,270,270000,True,2.132225275039673,1.5814194679260254,0.9701347351074219,0.9411440219740825,1.3565863670536973,1.1615433318566375,0.7975798022680001,1.1260338467809938,0.761714363238559,
A02T,5,"Fz,C3,C4,Pz,POz",17,Learned_BEM_Residual,270,270000,True,1.6708532571792603,1.318678855895996,0.9793252348899841,0.9588726758956909,1.3565863670536973,1.1615433318566375,0.7975798022680001,1.1260338467809938,0.761714363238559,FC3
A02T,5,"Fz,C3,C4,Pz,POz",17,Learned_BEM_Residual,270,270000,True,1.9174797534942627,1.5143290758132935,0.9775758385658264,0.9554498195648193,1.3565863670536973,1.1615433318566375,0.7975798022680001,1.1260338467809938,0.761714363238559,FC1
A02T,5,"Fz,C3,C4,Pz,POz",17,Learned_BEM_Residual,270,270000,True,2.470526695251465,1.9595016241073608,0.9668180346488953,0.9344764351844788,1.3565863670536973,1.1615433318566375,0.7975798022680001,1.1260338467809938,0.761714363238559,FCz
A02T,5,"Fz,C3,C4,Pz,POz",17,Learned_BEM_Residual,270,270000,True,2.8786237239837646,2.278744697570801,0.9533997178077698,0.9083112478256226,1.3565863670536973,1.1615433318566375,0.7975798022680001,1.1260338467809938,0.761714363238559,FC2
A02T,5,"Fz,C3,C4,Pz,POz",17,Learned_BEM_Residual,270,270000,True,2.543518543243408,1.9945359230041504,0.9608071446418762,0.9228109121322632,1.3565863670536973,1.1615433318566375,0.7975798022680001,1.1260338467809938,0.761714363238559,FC4
A02T,5,"Fz,C3,C4,Pz,POz",17,Learned_BEM_Residual,270,270000,True,3.4232256412506104,2.5009360313415527,0.8814792037010193,0.7769906520843506,1.3565863670536973,1.1615433318566375,0.7975798022680001,1.1260338467809938,0.761714363238559,C5
A02T,5,"Fz,C3,C4,Pz,POz",17,Learned_BEM_Residual,270,270000,True,1.9703065156936646,1.5697907209396362,0.9750099778175354,0.950580358505249,1.3565863670536973,1.1615433318566375,0.7975798022680001,1.1260338467809938,0.761714363238559,C1
A02T,5,"Fz,C3,C4,Pz,POz",17,Learned_BEM_Residual,270,270000,True,2.4470300674438477,1.9379551410675049,0.9670464396476746,0.9346317648887634,1.3565863670536973,1.1615433318566375,0.7975798022680001,1.1260338467809938,0.761714363238559,Cz
A02T,5,"Fz,C3,C4,Pz,POz",17,Learned_BEM_Residual,270,270000,True,1.83847975730896,1.4688323736190796,0.9800397157669067,0.9603062868118286,1.3565863670536973,1.1615433318566375,0.7975798022680001,1.1260338467809938,0.761714363238559,C2
A02T,5,"Fz,C3,C4,Pz,POz",17,Learned_BEM_Residual,270,270000,True,3.288317918777466,2.4984798431396484,0.9294456839561462,0.8603374361991882,1.3565863670536973,1.1615433318566375,0.7975798022680001,1.1260338467809938,0.761714363238559,C6
A02T,5,"Fz,C3,C4,Pz,POz",17,Learned_BEM_Residual,270,270000,True,1.393601655960083,1.0996652841567993,0.9846246242523193,0.9693195819854736,1.3565863670536973,1.1615433318566375,0.7975798022680001,1.1260338467809938,0.761714363238559,CP3
A02T,5,"Fz,C3,C4,Pz,POz",17,Learned_BEM_Residual,270,270000,True,1.5986876487731934,1.289311170578003,0.9823312759399414,0.9648352265357971,1.3565863670536973,1.1615433318566375,0.7975798022680001,1.1260338467809938,0.761714363238559,CP1
A02T,5,"Fz,C3,C4,Pz,POz",17,Learned_BEM_Residual,270,270000,True,1.4364778995513916,1.1429816484451294,0.9870627522468567,0.9742593765258789,1.3565863670536973,1.1615433318566375,0.7975798022680001,1.1260338467809938,0.761714363238559,CPz
A02T,5,"Fz,C3,C4,Pz,POz",17,Learned_BEM_Residual,270,270000,True,1.388037085533142,1.0969830751419067,0.9878566861152649,0.9757513999938965,1.3565863670536973,1.1615433318566375,0.7975798022680001,1.1260338467809938,0.761714363238559,CP2
A02T,5,"Fz,C3,C4,Pz,POz",17,Learned_BEM_Residual,270,270000,True,1.6961771249771118,1.3471063375473022,0.9811521768569946,0.9626344442367554,1.3565863670536973,1.1615433318566375,0.7975798022680001,1.1260338467809938,0.761714363238559,CP4
A02T,5,"Fz,C3,C4,Pz,POz",17,Learned_BEM_Residual,270,270000,True,1.2299937009811401,0.9674757719039917,0.9883699417114258,0.9768437743186951,1.3565863670536973,1.1615433318566375,0.7975798022680001,1.1260338467809938,0.761714363238559,P1
A02T,5,"Fz,C3,C4,Pz,POz",17,Learned_BEM_Residual,270,270000,True,1.1383370161056519,0.8986282348632812,0.9910928010940552,0.9820334911346436,1.3565863670536973,1.1615433318566375,0.7975798022680001,1.1260338467809938,0.761714363238559,P2
A02T,10,"Fz,FC3,FC4,C3,Cz,C4,CP3,CP4,Pz,POz",12,Learned_BEM_Residual,270,270000,True,1.8781267404556274,1.3211544752120972,0.9769945740699768,0.9544639696962974,0.666510379433355,0.704230131936481,0.6744102397549299,0.9395879107786018,0.8500938621283421,
A02T,10,"Fz,FC3,FC4,C3,Cz,C4,CP3,CP4,Pz,POz",12,Learned_BEM_Residual,270,270000,True,1.5133357048034668,1.2020775079727173,0.9860295653343201,0.9722496867179871,0.666510379433355,0.704230131936481,0.6744102397549299,0.9395879107786018,0.8500938621283421,FC1
A02T,10,"Fz,FC3,FC4,C3,Cz,C4,CP3,CP4,Pz,POz",12,Learned_BEM_Residual,270,270000,True,1.4018433094024658,1.1108436584472656,0.9894186854362488,0.9789034724235535,0.666510379433355,0.704230131936481,0.6744102397549299,0.9395879107786018,0.8500938621283421,FCz
A02T,10,"Fz,FC3,FC4,C3,Cz,C4,CP3,CP4,Pz,POz",12,Learned_BEM_Residual,270,270000,True,2.6203627586364746,2.0796947479248047,0.9615159630775452,0.9240256547927856,0.666510379433355,0.704230131936481,0.6744102397549299,0.9395879107786018,0.8500938621283421,FC2
A02T,10,"Fz,FC3,FC4,C3,Cz,C4,CP3,CP4,Pz,POz",12,Learned_BEM_Residual,270,270000,True,3.3322672843933105,2.383471727371216,0.8884549140930176,0.7886853218078613,0.666510379433355,0.704230131936481,0.6744102397549299,0.9395879107786018,0.8500938621283421,C5
A02T,10,"Fz,FC3,FC4,C3,Cz,C4,CP3,CP4,Pz,POz",12,Learned_BEM_Residual,270,270000,True,1.658294439315796,1.3256235122680664,0.9824594855308533,0.9649931192398071,0.666510379433355,0.704230131936481,0.6744102397549299,0.9395879107786018,0.8500938621283421,C1
A02T,10,"Fz,FC3,FC4,C3,Cz,C4,CP3,CP4,Pz,POz",12,Learned_BEM_Residual,270,270000,True,1.4498648643493652,1.169486165046692,0.987654447555542,0.975313663482666,0.666510379433355,0.704230131936481,0.6744102397549299,0.9395879107786018,0.8500938621283421,C2
A02T,10,"Fz,FC3,FC4,C3,Cz,C4,CP3,CP4,Pz,POz",12,Learned_BEM_Residual,270,270000,True,3.04864501953125,2.276712656021118,0.939893364906311,0.8799533843994141,0.666510379433355,0.704230131936481,0.6744102397549299,0.9395879107786018,0.8500938621283421,C6
A02T,10,"Fz,FC3,FC4,C3,Cz,C4,CP3,CP4,Pz,POz",12,Learned_BEM_Residual,270,270000,True,1.310291051864624,1.0593210458755493,0.9881949424743652,0.9763780236244202,0.666510379433355,0.704230131936481,0.6744102397549299,0.9395879107786018,0.8500938621283421,CP1
A02T,10,"Fz,FC3,FC4,C3,Cz,C4,CP3,CP4,Pz,POz",12,Learned_BEM_Residual,270,270000,True,0.9144646525382996,0.7273554801940918,0.9948455691337585,0.9895684123039246,0.666510379433355,0.704230131936481,0.6744102397549299,0.9395879107786018,0.8500938621283421,CPz
A02T,10,"Fz,FC3,FC4,C3,Cz,C4,CP3,CP4,Pz,POz",12,Learned_BEM_Residual,270,270000,True,1.145390510559082,0.8989951610565186,0.9917876720428467,0.9834883213043213,0.666510379433355,0.704230131936481,0.6744102397549299,0.9395879107786018,0.8500938621283421,CP2
A02T,10,"Fz,FC3,FC4,C3,Cz,C4,CP3,CP4,Pz,POz",12,Learned_BEM_Residual,270,270000,True,1.0288975238800049,0.8163643479347229,0.9919530153274536,0.9837964773178101,0.666510379433355,0.704230131936481,0.6744102397549299,0.9395879107786018,0.8500938621283421,P1
A02T,10,"Fz,FC3,FC4,C3,Cz,C4,CP3,CP4,Pz,POz",12,Learned_BEM_Residual,270,270000,True,1.014755368232727,0.8038556575775146,0.9928616285324097,0.9857229590415955,0.666510379433355,0.704230131936481,0.6744102397549299,0.9395879107786018,0.8500938621283421,P2
