test_subject,n_input_channels,input_channels,n_reconstructed_channels,method,rmse,mae,pearson_r,r2,band_rmse_delta,band_rmse_theta,band_rmse_alpha,band_rmse_beta,band_rmse_gamma,n_test_trials,n_test_samples
A05T,10,"Fz,FC3,FC4,C3,Cz,C4,CP3,CP4,Pz,POz",12,learned_bem_residual,1.5440590381622314,1.174448847770691,0.9838836193084717,0.967918923797598,0.9886738610733008,0.3098508601214004,0.15409682530977337,0.77739534825928,0.30923314035582045,262,262000
A05T,15,"Fz,FC3,FC1,FC2,FC4,C3,C1,Cz,C2,C4,CP3,CP1,CP2,CP4,Pz",7,learned_bem_residual,1.6328980922698975,1.232982873916626,0.980595588684082,0.9614682602468756,0.9420876910828058,0.5640998853329994,0.24628186512098985,1.0001521241537061,0.3786877223161953,262,262000
A06T,5,"Fz,C3,C4,Pz,POz",17,learned_bem_residual,3.244269609451294,2.477736711502075,0.9655930399894714,0.9321874520292632,4.011632609698233,1.8989745861696607,3.9440061570096625,0.9391879204774501,0.760131357490097,219,219000
A06T,10,"Fz,FC3,FC4,C3,Cz,C4,CP3,CP4,Pz,POz",12,learned_bem_residual,2.5178444385528564,1.8713557720184326,0.9793012142181396,0.958977475046953,2.856386471655625,2.4444053285774126,4.341892007569757,0.9791001812966803,0.8816630658604035,219,219000
A06T,15,"Fz,FC3,FC1,FC2,FC4,C3,C1,Cz,C2,C4,CP3,CP1,CP2,CP4,Pz",7,learned_bem_residual,2.8691601753234863,2.132502317428589,0.9717884063720703,0.9440290378510806,2.4082710639868323,2.7519568197872024,4.887301534802402,0.9634741492808888,1.174491342202986,219,219000
A07T,5,"Fz,C3,C4,Pz,POz",17,learned_bem_residual,2.1748719215393066,1.696344256401062,0.9675866961479187,0.9361286165430318,1.3450185568076105,0.8556721156000267,0.566947876046765,1.1906174061422836,0.29187450342492127,271,271000
A07T,10,"Fz,FC3,FC4,C3,Cz,C4,CP3,CP4,Pz,POz",12,learned_bem_residual,1.761865496635437,1.3641600608825684,0.9790326952934265,0.9583991654546435,0.7364970683360205,0.4596486102663837,0.3935591360298544,0.5794479014344183,0.2215018897191116,271,271000
A07T,15,"Fz,FC3,FC1,FC2,FC4,C3,C1,Cz,C2,C4,CP3,CP1,CP2,CP4,Pz",7,learned_bem_residual,1.904076099395752,1.4689099788665771,0.9752558469772339,0.9510538358632206,1.4436111287154088,0.32953469379516137,0.5055537750220764,0.7960785831177372,0.23666401266570572,271,271000
A08T,5,"Fz,C3,C4,Pz,POz",17,learned_bem_residual,2.738032579421997,2.10428786277771,0.9770078659057617,0.9541788163787197,3.0321355579125258,1.8788083695884683,6.34722447275388,2.4885479413484233,0.7991816622276854,264,264000
A08T,10,"Fz,FC3,FC4,C3,Cz,C4,CP3,CP4,Pz,POz",12,learned_bem_residual,1.9152034521102905,1.474806785583496,0.9886773228645325,0.9774670337404625,1.1095895696265814,0.47463152842142636,2.7301734258362913,1.9412152245567815,0.8169040338920945,264,264000
A08T,15,"Fz,FC3,FC1,FC2,FC4,C3,C1,Cz,C2,C4,CP3,CP1,CP2,CP4,Pz",7,learned_bem_residual,2.2337515354156494,1.6688735485076904,0.984228253364563,0.9685967207705872,1.5958099071405494,0.6658915843937814,3.7101667822747983,2.558149049558272,1.0007599753344267,264,264000
A09T,5,"Fz,C3,C4,Pz,POz",17,learned_bem_residual,3.491933822631836,2.6800200939178467,0.9659931063652039,0.9331010911412597,2.8595750037698,2.7967231036177496,8.29905270220987,1.6574263475197626,0.15713938024854227,237,237000
A09T,10,"Fz,FC3,FC4,C3,Cz,C4,CP3,CP4,Pz,POz",12,learned_bem_residual,2.324506998062134,1.7384759187698364,0.9849988222122192,0.9701366794509869,1.8763170660715716,1.3534406913240895,4.9402872196666845,0.9202356743648824,0.11603037034590526,237,237000
A09T,15,"Fz,FC3,FC1,FC2,FC4,C3,C1,Cz,C2,C4,CP3,CP1,CP2,CP4,Pz",7,learned_bem_residual,2.945012092590332,2.1447081565856934,0.9778910279273987,0.9561601250976449,4.990408513199983,1.7087809627595385,12.384311774392915,1.1073059065928572,0.13624985391577002,237,237000
